
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag,S13_Real,S13_Imag,S14_Real,S14_Imag,S21_Real,S21_Imag,S22_Real,S22_Imag,S23_Real,S23_Imag,S24_Real,S24_Imag,S31_Real,S31_Imag,S32_Real,S32_Imag,S33_Real,S33_Imag,S34_Real,S34_Imag,S41_Real,S41_Imag,S42_Real,S42_Imag,S43_Real,S43_Imag,S44_Real,S44_Imag
4132000000.0,-0.008116094,-0.8367295,1.346913,-0.06786908,0.4142976,1.367278,-1.231232,0.4705403,-1.940661e-06,4.447209e-06,0.5003434,1.158029,1.243796,-0.5929947,0.6304855,1.105466,-0.4801345,1.152978,-1.221145,-0.2072397,0.09122005,1.2661,1.212514,0.1204038,0.9231971,0.8144064,-0.5805172,1.072554,-1.141869,-0.6199189,-0.1581216,1.117927
4190000000.0,0.05054686,0.7959601,-0.3354727,1.364981,-1.437756,-0.2746615,0.1786268,-1.358045,-5.05756e-06,8.8983e-06,-1.216399,0.2831747,-0.0207572,1.419412,-1.328113,0.06151681,-1.158221,-0.560387,0.3043602,-1.234238,-1.259355,-0.06569989,-0.4616174,1.155836,-0.8900363,0.9237228,-1.074139,-0.671536,0.9066456,-0.9674819,-1.147792,-0.2019639
4248000000.0,-0.1099296,-0.8234549,-1.279884,-0.7034979,0.975846,-1.152174,1.125717,0.8580756,1.222468e-07,3.226742e-06,-0.3950981,-1.197873,-1.295247,-0.710232,0.5995879,-1.250255,0.5584875,-1.188415,1.254609,0.321837,-0.05088854,-1.292628,-1.00292,-0.7682285,-0.9927192,-0.8849387,0.6743028,-1.1245,0.7427183,1.139754,0.06975034,-1.19574
4306000000.0,0.2504007,0.7590703,1.004549,-1.066326,0.4746487,1.44328,-1.320981,0.4910232,8.369227e-06,5.056017e-06,1.253052,-0.3975169,1.280035,-0.7879976,0.7802718,1.158719,1.212522,0.494506,-0.2786005,1.262863,1.371348,0.05540792,1.0075,-0.7482957,0.7994496,-1.068583,1.173438,0.6014774,-1.297143,0.4636332,1.226367,0.1913754
4364000000.0,-0.2696312,-0.7576433,0.7432519,1.228953,-1.467528,-0.3485403,0.3057098,-1.35139,-1.13156e-05,1.001991e-06,-0.06531255,1.418499,0.05540763,1.502599,-1.380416,0.07077672,-0.4610376,1.206418,-1.245834,-0.2641138,-0.67197,1.341296,0.4091131,1.168283,1.094044,0.7296843,-0.543405,1.177392,-0.1397372,-1.36441,-0.8293164,1.050027
4422000000.0,0.3397662,0.7546836,-1.366625,0.3468633,1.012829,-1.109116,0.9906623,0.9488246,-2.173694e-05,-8.18361e-06,-1.193268,-1.00059,-1.355758,-0.6388949,0.6085427,-1.226642,-1.170776,-0.531154,0.3473288,-1.209332,-0.8564242,-1.300515,-1.234661,0.0208144,-0.762689,1.05866,-1.132931,-0.5878728,1.355294,0.2182695,-0.3331557,-1.367536
4480000000.0,-0.4766559,-0.66207,0.07956613,-1.406834,0.5421466,1.418538,-1.320626,0.4303077,-3.66978e-06,-2.309091e-05,1.501023,-0.3947411,1.167186,-0.9642729,0.8301749,1.108419,0.6831332,-1.115698,1.159315,0.5030983,1.504841,-0.2820649,0.3749201,-1.198222,-0.9849613,-0.888344,0.7185294,-1.062264,-0.5904906,1.261308,1.365985,0.2538873
4538000000.0,0.4556439,0.6267639,1.356691,0.507873,-1.569252,-0.1314028,0.2080323,-1.433429,-1.03494e-05,-4.721246e-06,-0.06193279,1.480713,0.399029,1.506835,-1.405466,0.2869982,1.061311,0.8692616,-0.6852727,1.107959,-0.02193471,1.474252,1.079694,0.7497466,1.060121,-0.9060442,0.9856096,0.8849434,-1.087311,-0.9643337,-0.4443175,1.298666
4596000000.0,-0.5464578,-0.6370289,-0.9018245,1.228097,0.8440542,-1.453396,1.278809,0.8565528,4.529395e-06,-8.288238e-06,-1.404794,-0.02245723,-1.629799,-0.2829373,0.3502542,-1.475399,-1.023747,1.060069,-1.092344,-0.8338697,-1.412828,0.02804885,-1.074394,0.89029,0.8988139,1.213362,-1.028143,0.963311,1.29895,-0.8771712,-1.301297,-0.299383
4654000000.0,0.6688941,0.4782588,-1.035776,-1.185787,1.038269,1.438325,-1.355953,0.8462776,3.680014e-06,-8.670643e-06,-0.2296796,-1.382732,0.9706639,-1.448662,1.248242,0.9583341,-1.13502,-1.054052,0.8675902,-1.132417,-0.2702775,-1.390789,-0.6728395,-1.296507,-1.251979,0.9912931,-1.016722,-1.060309,0.6412061,1.528778,0.04554557,-1.347523
4712000000.0,-0.6385182,-0.4814744,1.346177,-0.750614,-1.722172,0.3396371,-0.1864618,-1.539804,-4.905505e-07,2.47634e-05,1.478579,-0.2664742,0.9082947,1.493592,-1.37476,0.7086539,0.967606,-1.177442,1.144824,0.8044258,1.544201,-0.2577535,1.355898,-0.4079662,-1.053441,-1.179871,1.009884,-1.045025,-1.624812,0.3425859,1.446774,0.1753168
4770000000.0,0.706873,0.4117215,0.3889802,1.385893,0.417275,-1.589642,1.349445,0.492098,3.386951e-05,-1.505711e-05,-0.5773417,1.637093,-1.648818,0.1662287,-0.0161771,-1.449076,1.10985,0.8757718,-0.7432874,1.067332,-0.8997412,1.635746,0.0655864,1.311483,1.068096,-1.002595,0.9792153,0.9254823,0.01325441,-1.554625,-1.297543,0.9932664
4828000000.0,-0.7496634,-0.2710586,-1.329888,-0.03882261,1.085538,1.053736,-1.01739,0.831937,4.750469e-06,1.920937e-06,-0.6249384,-1.562459,0.5997391,-1.428716,1.175466,0.6553975,-0.8823042,0.9879806,-0.943511,-0.7661202,-0.3401407,-1.656149,-1.177667,-0.2987105,0.8856252,1.049273,-0.9260957,0.8557763,1.400505,0.3994827,0.2951233,-1.431364
4886000000.0,0.7394654,0.2903208,0.4468213,-1.196546,-1.408568,0.3585384,-0.142479,-1.249572,1.994676e-06,-2.623993e-06,1.497539,0.05153291,0.9057692,1.202618,-1.135562,0.6395009,-0.9035665,-0.9234796,0.8135574,-0.8503902,1.48869,0.2482631,0.6405767,-0.976297,-1.073177,0.7968116,-0.7571831,-0.953295,-0.7638689,1.168227,1.183035,0.6469744
4944000000.0,-0.8073701,-0.2014999,0.9664031,0.7921278,0.4632115,-1.346398,1.08451,0.5738649,1.048768e-06,-3.760764e-06,-0.3033477,1.388565,-1.482111,0.1248296,0.08708502,-1.279228,0.9485696,-0.8615661,0.7910112,0.8412593,-0.5867029,1.321625,0.7029214,0.90099,-0.7493134,-1.099079,0.9792402,-0.6915365,-0.8660203,-1.072516,-0.7869064,1.04674
5002000000.0,0.7770589,0.07588968,-1.069952,0.6343855,0.8114144,1.167551,-1.106587,0.514101,1.394809e-05,-9.110378e-06,-1.279487,-0.446596,0.754373,-1.290916,0.9831013,0.8251016,0.8368087,0.9693266,-0.8670204,0.7450258,-1.10282,-0.8581939,-1.077553,0.3517818,1.138486,-0.7277939,0.6462212,1.018959,1.309561,-0.4704599,-0.895901,-0.8789765
5060000000.0,-0.7876059,-0.0853598,-0.2852869,-1.235431,-1.462083,0.03680865,0.2028013,-1.231103,2.336936e-05,7.125136e-06,0.6008605,-1.168805,0.712509,1.364656,-1.258302,0.382742,-0.9929932,0.848255,-0.7342733,-0.8946989,1.178643,-0.7438844,0.003393567,-1.145988,0.7653428,1.170493,-1.050934,0.6569311,0.08057142,1.434725,1.076258,-0.5627688
5118000000.0,0.8246416,-0.07410975,1.30861,0.1009845,0.7505044,-1.335957,0.9791259,0.8516778,-6.775229e-06,9.984168e-06,0.5119007,1.223844,-1.608822,-0.06133871,0.3226354,-1.326545,-0.8266549,-1.080003,0.9736012,-0.6942068,-0.3793269,1.379469,1.134969,0.3781521,-1.245804,0.7596546,-0.6301303,-1.119173,-1.477992,-0.3358128,-0.57309,1.060612
5176000000.0,-0.7627764,0.169487,-0.4736959,1.280319,0.9213263,1.343922,-1.262758,0.50583,1.597072e-07,-4.834729e-06,-1.130374,-0.6708562,0.7867312,-1.510525,1.09292,0.9126803,1.209074,-0.8090056,0.6481327,1.079141,-0.9393082,-0.9572755,-0.7165183,1.042306,-0.7455315,-1.3462,1.193375,-0.586311,0.7225863,-1.426164,-0.5304433,-1.094787
5234000000.0,0.7876949,-0.1351632,-1.138371,-0.789542,-1.650532,0.3328803,0.07135225,-1.372926,3.501949e-05,4.755775e-06,0.8940864,-0.9046312,1.134492,1.34936,-1.294307,0.6297141,0.8110473,1.281716,-1.13749,0.5967478,0.8872813,-0.9361603,-0.8606122,-0.964373,1.399649,-0.7340793,0.5204651,1.234667,1.291314,1.031841,1.079987,-0.5304065
5292000000.0,-0.7516302,0.3146207,1.022351,-0.878792,0.3761813,-1.614436,1.148221,0.6692392,-1.884761e-05,8.580877e-07,0.9595689,0.8441732,-1.669256,0.4982368,0.00777928,-1.397116,-1.257956,0.8213412,-0.5500174,-1.128972,1.074243,0.7215945,1.115555,-0.5744279,0.7449462,1.370125,-1.215488,0.4749723,-1.248995,1.036306,0.6633458,1.022053
5350000000.0,0.6756219,-0.3546129,0.5342332,1.165586,1.172877,1.052497,-1.104928,0.5925553,5.868542e-06,4.363255e-06,-0.9060302,0.9498453,0.3237421,-1.64078,1.143033,0.6834089,-0.8223853,-1.179898,1.080868,-0.5154178,-0.7526765,1.124173,0.231868,1.161675,-1.298828,0.7667262,-0.4517984,-1.172531,-0.7032623,-1.399995,-1.095806,0.5933893
5408000000.0,-0.7303251,0.3381216,-1.215804,0.1632779,-1.433976,0.4684316,0.08915005,-1.194764,-1.546327e-05,-7.432051e-07,-0.7545961,-1.071818,1.233997,1.038513,-1.13527,0.5970567,1.133314,-0.7789106,0.4566867,1.051934,-0.9498407,-0.9836247,-1.121597,-0.1314889,-0.7458855,-1.255777,1.147166,-0.4099303,1.477583,-0.3151222,-0.241172,-1.194993
5466000000.0,0.6408783,-0.5103675,0.1979637,-1.162368,0.2401278,-1.425087,0.9550499,0.6449215,1.234934e-05,2.807953e-07,1.271817,-0.3463199,-1.434229,0.6070742,0.0289705,-1.243074,0.6565847,1.137474,-1.046177,0.3417712,1.259879,-0.5541536,0.4541388,-0.9893132,1.264394,-0.6384884,0.3033611,1.147384,-0.08915958,1.466762,1.142331,0.3667376
5524000000.0,-0.5483225,0.5336449,1.019609,0.5354043,1.122927,0.8298616,-1.002769,0.5263341,-2.308011e-07,7.911355e-06,-0.401796,1.300129,0.08256857,-1.512093,1.077807,0.5917881,-1.180374,0.4759671,-0.1848825,-1.055592,-0.2515067,1.384712,0.7760686,0.7301981,0.4660474,1.30895,-1.160936,0.153142,-1.347305,-0.4852104,-1.005244,0.6770403
5582000000.0,0.5728202,-0.5555153,-0.82401,0.8099198,-1.249595,0.6002603,0.004311974,-1.14296,2.424406e-05,-1.283572e-05,-0.9600793,-0.9475261,1.305048,0.7478197,-1.023631,0.7044491,-0.3181348,-1.240617,1.071325,-0.0458458,-1.049402,-0.874587,-0.9398541,0.5180109,-1.364035,0.3161567,-0.02142745,-1.17195,0.8518564,-1.137619,-0.3052937,-1.179271
5640000000.0,-0.4877789,0.6569209,-0.5493428,-1.029542,0.1040336,-1.398782,0.9954597,0.5757008,3.722146e-06,8.90044e-06,0.9900327,-0.8350889,-1.288837,0.7973876,-0.1343441,-1.236117,1.281686,-0.2813553,-0.006299824,1.079417,0.8965185,-0.9328004,-0.2350474,-1.052801,-0.2993073,-1.395532,1.175042,0.0144914,0.8829119,1.129831,1.135991,-0.3219265
5698000000.0,0.4089449,-0.666614,1.119572,-0.2485508,1.101337,0.8586853,-1.019051,0.4702486,1.834673e-06,-6.999226e-06,0.8622985,0.9078504,0.004274013,-1.495926,1.069805,0.5500662,0.4012175,1.242054,-1.056853,0.0570331,0.9155624,0.8805162,1.04684,0.07033893,1.334385,-0.4597444,0.08227801,1.141765,-1.28565,0.5860738,0.3148131,1.105696
5756000000.0,-0.3930737,0.7089872,-0.09199639,1.078614,-1.288458,0.3230748,0.2887929,-1.017132,5.205011e-06,1.56332e-05,-1.027593,0.6647293,1.154438,0.8336468,-1.032557,0.4695233,-1.12119,0.5575746,-0.1461207,-1.001917,-1.199876,0.4570261,-0.3740549,0.9332252,0.6614113,1.176995,-1.071209,0.2096677,-0.2570179,-1.337224,-1.082206,-0.2008295
5814000000.0,0.2043527,-0.7499964,-0.9302117,-0.4322792,0.4615313,-1.175488,0.5906208,0.8212304,-4.89794e-06,1.537035e-05,-0.02129924,-1.109138,-1.261247,0.5046329,0.2050127,-1.070174,-0.5680576,-1.048402,0.9660425,-0.1187633,0.5726489,-1.050868,-0.7242489,-0.6430099,-1.065385,0.707721,-0.2190877,-1.022507,1.296461,0.08295907,0.8068737,-0.6359975
5872000000.0,-0.2538266,0.7217346,0.6977882,-0.7015272,0.7896011,0.9233813,-0.978856,0.09209351,7.170566e-06,2.694089e-05,0.8852278,0.5385002,0.08157652,-1.312387,0.8333731,0.6625767,1.067259,-0.4211861,-0.03419219,0.9476215,0.6218488,1.011506,0.8376639,-0.4543863,-0.5892674,-1.07366,1.009299,-0.09000241,-0.412998,1.188781,0.2290898,1.024518
5930000000.0,0.1540093,-0.8117869,0.4187828,0.8718841,-1.137749,0.342949,0.3300425,-0.9086736,-1.608477e-05,7.278739e-06,-0.8726633,0.5732247,1.171276,0.545136,-0.924739,0.5021631,0.1834852,1.104948,-0.9015816,-0.2438156,-1.196401,0.2806764,0.1532714,0.9298189,1.136058,-0.3736732,-0.1116888,0.9906502,-1.010871,-0.711914,-1.092949,-0.0832726
5988000000.0,0.01480685,0.8063608,-0.9489601,0.1156601,0.1218009,-1.169212,0.6930151,0.6601986,-7.983463e-06,-6.611504e-06,-0.3026767,-1.029408,-0.9213691,0.8976052,-0.1242718,-1.041978,-1.108417,-0.04921465,0.4298676,-0.8171269,-0.085915,-1.238584,-0.9289239,-0.1383092,0.1472342,1.180271,-0.9403266,-0.3091865,0.9635387,-0.7726928,0.2505473,-1.084244
6046000000.0,-0.0800573,-0.7235363,0.1835668,-0.9266249,0.9853852,0.6103077,-0.8860266,0.3172635,-5.320597e-06,-4.655074e-06,1.022651,-0.2105246,-0.4517883,-1.195327,0.9903542,0.3139868,0.1820845,-1.080199,0.7350367,0.5323074,1.203462,-0.1016108,0.388024,-0.8308808,-1.1909,0.01893751,0.4257932,-0.8921387,0.4975573,1.12283,1.040074,0.2426
6104000000.0,0.01445758,0.8153431,0.8000848,0.452111,-1.008588,0.4834383,0.2253123,-0.8777142,4.587933e-06,-6.125944e-06,0.108183,0.976509,1.224253,0.197974,-0.7586062,0.6607882,1.038755,0.1604819,-0.5280824,0.6902229,0.02720689,1.207231,0.6392416,0.5874261,-0.06899447,-1.162874,0.8711671,0.4116835,-1.173587,0.1951967,-0.373221,0.9356422
6162000000.0,-0.2321133,-0.7811406,-0.6620736,0.5734888,0.2316254,-1.03035,0.4985443,0.6989538,-9.876995e-06,3.233498e-06,-0.8626193,-0.3544874,-0.8199813,0.8431445,-0.06959886,-0.9540912,-0.09132265,0.981241,-0.6580535,-0.4926405,-1.093369,-0.5200843,-0.7248294,0.3739717,1.0886,-0.1844102,-0.3461023,0.8542377,0.1146625,-1.119695,-0.4950639,-0.8100711
6220000000.0,0.206498,0.7403278,-0.2893169,-0.7940038,0.6952565,0.7444442,-0.8314605,-0.009828142,-5.547423e-06,-9.139506e-07,0.8554612,-0.4784831,-0.2827847,-1.098086,0.8093677,0.450875,-0.9251543,-0.1478,0.5407528,-0.5799895,0.9422417,-0.6888339,-0.07779338,-0.7859221,0.1548406,1.032536,-0.7981291,-0.3804,0.9898995,0.4231205,0.9744563,0.03706229
6278000000.0,-0.3072445,-0.6938814,0.8276795,0.005283786,-0.9623145,0.27326,0.4025611,-0.7086893,-9.296143e-06,-9.23274e-06,0.1979577,1.060086,1.096579,0.2053328,-0.7533454,0.5111126,0.3081611,-0.8597026,0.4463291,0.6429135,0.4878472,1.013734,0.7535661,0.2057561,-1.008993,-0.01020963,0.5109307,-0.6988328,-0.6908133,0.8027714,-0.2866428,0.9587057
6336000000.0,0.3493548,0.6778291,-0.2487124,0.7782094,0.09719428,-0.9793334,0.490441,0.6374558,-1.096558e-05,1.725916e-05,-1.145034,-0.009948793,-0.5581903,0.9449844,-0.2004243,-0.8757232,0.7760307,0.4562277,-0.7146572,0.3087855,-1.0525,0.2899311,-0.4142827,0.6555452,0.1874849,-0.9734529,0.5822645,0.6297986,-0.5832695,-0.8682122,-0.8609799,-0.4892403
6394000000.0,-0.4428282,-0.6501001,-0.6236845,-0.5120689,0.8016859,0.5314739,-0.7829753,0.131405,-8.146922e-06,-4.403802e-06,0.3784839,-1.104003,-0.5818759,-0.9045359,0.8621445,0.2144641,-0.6313826,0.6343737,-0.1197232,-0.7671828,0.1702968,-0.9664683,-0.4598819,-0.6205562,0.8858318,0.4260815,-0.7535704,0.4000728,1.003318,-0.2248874,0.7208748,-0.5922384
6452000000.0,0.4989711,0.6143626,0.7013294,-0.3920012,-0.8604455,0.4102314,0.3023339,-0.7316616,-1.776713e-05,3.841883e-06,0.9428313,0.5597897,1.060152,-0.09344739,-0.6010423,0.6505774,-0.5627053,-0.6985264,0.7786989,0.002018324,0.6821027,0.4771756,0.7430298,-0.2242264,-0.5096424,0.8421043,-0.2883507,-0.8050925,-0.09483618,1.020032,0.2864264,0.7749266
6510000000.0,-0.5690823,-0.4121291,0.0582452,0.8083223,0.2922522,-0.9127895,0.2592632,0.7578061,1.133959e-05,1.538899e-05,-0.7810608,0.6685433,-0.5485136,0.9118676,-0.0908654,-0.8859777,0.6210225,-0.6487386,0.002620364,0.784701,-0.7078963,0.1596627,-0.09121472,0.7827362,-0.9312906,-0.3170448,0.7780579,-0.3632721,-0.9786684,-0.3274462,-0.718823,-0.2565791
6568000000.0,0.4841053,0.5539073,-0.7859008,-0.2125986,0.4724164,0.8282074,-0.7346293,-0.3436076,1.768273e-05,-4.084214e-06,-0.01299369,-0.9888781,-0.3302687,-0.995987,0.7204657,0.5272695,0.7238709,0.5206152,-0.7880136,0.08910967,0.5171418,-0.6775381,-0.72356,-0.3372086,0.1638956,-0.9538742,0.4607476,0.7299277,0.5746512,-0.8445576,0.7758843,-0.40841
6626000000.0,-0.7082803,-0.439819,0.4453747,-0.6853502,-0.9341472,-0.09720358,0.7153121,-0.3963714,4.173115e-06,1.195957e-05,0.8951468,0.4389371,0.9782944,0.2977314,-0.8465698,0.2780451,-0.4843983,0.7194445,-0.107969,-0.7837922,0.6004475,0.774431,0.5374846,-0.5950717,0.9208275,0.1300918,-0.7060311,0.4704107,0.6200226,0.7684836,0.2752309,0.931531
6684000000.0,0.7138679,0.2749858,0.5104002,0.6196241,0.4841284,-0.769192,0.03273915,0.7992024,4.238906e-06,-3.480277e-06,-0.5468357,0.8210359,-0.6712701,0.7211397,0.1249572,-0.8593453,-0.6166705,-0.5578487,0.7703574,0.003714888,-0.85773,0.5772467,0.3935453,0.6679785,-0.2548864,0.8525869,-0.3502111,-0.7476383,-0.8761373,0.3455023,-0.9634374,0.2291713
6742000000.0,-0.6548645,-0.2498269,-0.7498732,0.2398966,0.5127683,0.722329,-0.7259772,-0.2903428,-9.370541e-06,5.801373e-08,-0.6831293,-0.651643,-0.4513298,-0.8430524,0.7407694,0.4078975,0.6671363,-0.4508209,-0.2251275,0.7126293,-0.3882578,-1.012346,-0.7395756,0.1373946,-0.7491705,-0.426502,0.7911624,-0.1202093,-0.06183868,-0.9087793,-0.02363604,-0.9959786
6800000000.0,0.6849191,0.345888,0.284198,-0.7188887,-0.871294,0.03636768,0.6627009,-0.3926908,1.000496e-05,-3.401496e-06,0.7860283,-0.4096045,0.9041628,-0.2580608,-0.5942676,0.5817956,0.4019529,0.6848589,-0.5413685,-0.4926992,1.098609,-0.1069659,0.1600527,-0.7198279,0.4191882,-0.7380174,-0.1692917,0.7650293,0.8773357,0.1689076,0.9423475,0.224573
6858000000.0,-0.8033645,-0.093543,0.6669856,0.3760765,0.3076501,-0.8141212,0.1197969,0.7534189,-1.032474e-05,-5.005373e-06,0.1473843,0.8145676,-0.2859175,0.8859351,-0.1708635,-0.7993648,-0.7430671,0.2390282,0.5083719,-0.5045072,-0.04512721,1.141946,0.6296996,0.3547237,0.5990887,0.5853736,-0.7329823,-0.231032,-0.4613928,0.7554141,-0.4193082,0.8475781
6916000000.0,0.7452092,0.08663914,-0.5080627,0.5564979,0.5532258,0.6586913,-0.6986806,-0.2633546,-1.005471e-05,-1.05573e-05,-0.7775128,-0.2171166,-0.5515274,-0.7234303,0.7264891,0.3110339,-0.161268,-0.7317991,0.4723765,0.508405,-1.166654,-0.3335644,-0.5173517,0.4646569,-0.6222082,0.5152018,0.2576905,-0.703735,-0.5555347,-0.6635259,-0.5479755,-0.7653579
6974000000.0,-0.7267669,0.01264994,-0.3699274,-0.6339532,-0.8384326,0.03181608,0.6377605,-0.3556232,-7.967185e-06,1.262544e-05,0.7024974,-0.5312656,0.8753714,0.04358961,-0.696422,0.3139082,0.6850101,-0.166871,-0.4802809,0.4691308,0.7983873,-0.9563168,-0.2331667,-0.6330098,-0.5028277,-0.5660487,0.6866081,0.2217434,0.7748846,-0.2997851,0.9613934,-0.0457879
7032000000.0,0.7007765,-0.0003714226,0.7016237,-0.1441528,0.4774776,-0.6670277,-0.127733,0.7074808,1.835908e-05,-1.345491e-06,0.3181175,0.9060476,-0.5798107,0.6322158,0.2203918,-0.7199785,0.1251673,0.6672471,-0.4520445,-0.490869,0.7465371,0.8970397,0.6769643,0.02783382,0.5590292,-0.4592251,-0.2292284,0.6739712,0.01473066,0.8237363,-0.1092636,0.9422046
7090000000.0,-0.8011525,0.102244,-0.09630235,0.7135037,0.3438355,0.7569172,-0.5385298,-0.483736,5.583456e-06,7.797053e-07,-0.9253898,0.2557628,-0.2512672,-0.8322254,0.4935617,0.5753012,-0.6942081,0.004631412,0.5733569,-0.3906773,-0.8231888,0.6853018,-0.2773559,0.6483838,0.3663323,0.6304355,-0.6548845,-0.3223514,-0.8127106,-0.2491288,-0.8492035,-0.1469118
7148000000.0,0.7116162,-0.2858576,-0.6546869,-0.3267195,-0.845076,0.006235283,0.6828523,-0.2658203,1.52222e-05,-9.562394e-06,-0.03241881,-0.9139081,0.8668886,0.1037983,-0.7355087,0.1848627,0.135381,-0.70759,0.2911818,0.6589323,-0.4257118,-0.789698,-0.539673,-0.4854353,-0.6966301,0.247261,0.4335272,-0.5995109,0.4618419,-0.7241264,0.3592088,-0.6052082
7206000000.0,-0.5777487,0.3219721,0.5301749,-0.5156039,0.3338682,-0.7668519,-0.07449645,0.7334945,6.091938e-06,-3.181527e-06,0.7533708,0.3793141,-0.4204654,0.7309542,0.1555965,-0.7297829,0.6784447,0.2564021,-0.7045269,0.1685792,0.6324106,0.1031213,0.6333646,-0.3614745,-0.1221655,-0.7236784,0.506054,0.5322242,0.561608,0.6190538,0.1613593,0.5517772
7264000000.0,0.6826317,-0.2118686,0.3128367,0.6971433,0.5279987,0.659692,-0.6156742,-0.4492418,8.687749e-06,-1.759633e-06,-0.6688236,0.4423141,-0.4455438,-0.6846306,0.5531226,0.4892797,-0.3431636,0.6340849,-0.05352931,-0.7158121,-0.4540932,0.2310346,0.1233445,0.7144082,0.7279786,-0.03189648,-0.5943035,0.4149933,-0.7349127,0.3500949,-0.5116692,-0.3206975
7322000000.0,-0.6736968,0.4894707,-0.7802005,0.07986407,-0.8426756,0.1020013,0.7350403,-0.2599042,9.228129e-06,-1.633892e-06,0.0367745,-0.8230292,0.7931429,-0.01196965,-0.7089025,0.1713233,-0.6318277,-0.3597052,0.729503,-0.003567238,0.2894282,-0.5351955,-0.722354,-0.1252418,0.03481795,0.7189539,-0.3890415,-0.6127828,-0.1366416,-0.7766724,0.7208909,-0.279136
7380000000.0,0.455917,-0.5700403,0.1711345,-0.7721977,0.4217447,-0.7073778,-0.2844809,0.7384596,-2.140775e-05,-1.400151e-05,0.7841785,0.4364855,-0.466941,0.5941695,0.3451718,-0.6405889,0.2787559,-0.6453045,0.05005323,0.7305471,0.4908144,0.6112483,0.3578508,-0.6470384,-0.6701856,0.09916262,0.5747454,-0.4105827,0.7362782,0.08998706,0.1907625,0.8742787
7438000000.0,-0.5333377,0.4421098,0.6604609,0.4115,0.2365468,0.7237018,-0.3590235,-0.695995,-1.150611e-05,-1.576588e-06,-0.5192495,0.7594421,-0.1236728,-0.7070668,0.2436051,0.6987773,0.6199403,0.2196821,-0.7175843,0.09030031,-0.6833039,0.5177969,0.4903444,0.5435821,-0.1190105,-0.636342,0.4293177,0.5690935,-0.3184828,0.6256856,-0.8835591,0.2637043
7496000000.0,0.5141203,-0.5261173,-0.6298326,0.4824,-0.7041901,-0.2372465,0.7882137,0.1041464,-3.706309e-06,-9.654412e-06,-0.7034071,-0.5644614,0.6528023,0.3081346,-0.7498893,-0.1886383,-0.2868524,0.57191,-0.01797366,-0.7249095,-0.4362764,-0.7863955,-0.680972,0.2718487,0.6568021,-0.05766846,-0.6298304,0.4064235,-0.4725997,-0.5203305,-0.1157413,-0.9239885
7554000000.0,-0.441035,0.6093098,-0.2611729,-0.7829409,0.5433266,-0.5414854,-0.4347782,0.6942465,-1.125233e-05,1.489291e-05,0.827693,-0.3589144,-0.5623972,0.4871789,0.4686503,-0.6450499,-0.4904754,-0.4340912,0.727675,0.158144,0.9940642,0.002317135,-0.03070907,-0.7442077,-0.08301911,0.6634046,-0.2825348,-0.7065334,0.6559765,-0.2850944,0.8577228,0.5171246
7612000000.0,0.3565504,-0.6435003,0.8396963,-0.001722797,0.2736659,0.7368143,-0.4689638,-0.684403,-1.208158e-05,6.12203e-06,-0.2143969,0.9538341,-0.2319266,-0.707613,0.4225437,0.6664382,0.5435168,-0.376015,-0.3276514,0.6753199,-0.4474168,1.01278,0.7154697,0.2129954,-0.6205307,-0.2269462,0.7419503,-0.1205202,0.05627941,0.7043583,-0.9684347,0.5072579
7670000000.0,-0.252069,0.6240825,-0.2822798,0.8081939,-0.8043545,-0.08492637,0.8327491,-0.1253516,-4.979893e-06,-1.203964e-06,-0.9187847,-0.5900792,0.7475993,0.09548563,-0.7793207,0.102568,0.2436379,0.6147693,-0.5835488,-0.475643,-0.9877676,-0.6414407,-0.4462404,0.6000775,0.3528534,-0.554386,-0.04790001,0.7478285,-0.6892064,-0.1888906,-0.2314283,-1.16537
7728000000.0,0.276601,-0.6133986,-0.6794583,-0.5434187,0.5070483,-0.6638333,-0.3301306,0.7897391,1.574015e-05,-8.236204e-06,0.9188241,-0.757663,-0.4729919,0.6159779,0.3091522,-0.7359726,-0.6555603,0.1498744,0.5712829,-0.5137975,0.8514736,-0.8747041,-0.4106484,-0.6417658,0.5044959,0.4260443,-0.7414578,-0.1489244,0.4204495,-0.5958934,1.222414,0.03372261
7786000000.0,-0.2382206,0.7472256,0.7560912,-0.4598491,0.2252527,0.8372871,-0.4356625,-0.7656111,-8.318411e-07,7.063168e-06,0.5655395,1.096566,-0.2245179,-0.7764257,0.4223795,0.7075282,-0.1138936,-0.6880063,0.4989213,0.6181601,0.7188318,0.9700673,0.7803333,-0.1607254,-0.4667638,0.4915228,0.1907041,-0.750172,0.4278812,0.6322493,-0.1068196,1.20827
7844000000.0,-0.02758642,-0.7409274,0.1829903,0.9194383,-0.8539057,-0.3948511,0.9344752,0.161563,1.267839e-06,4.28327e-06,-1.132116,0.5179434,0.8113674,0.3346099,-0.8788463,-0.1128998,0.7536747,-0.1162926,-0.6656553,0.5362946,-1.01217,0.6495381,-0.1178253,0.8659216,-0.5407141,-0.5151162,0.815262,0.2025992,-0.8199589,0.2207884,-1.211298,-0.12867
