
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag
22606000000.0,-0.5049761,-0.3613076,2.393517e-05,1.782882e-05
22684000000.0,0.6032801,0.3152622,-1.718313e-05,5.763891e-06
22762000000.0,-0.5765894,-0.1843605,-3.763362e-06,1.765353e-05
22840000000.0,0.6542208,0.1931992,1.835254e-05,-3.702318e-05
22918000000.0,-0.6125138,-0.02473867,4.977913e-06,-5.319339e-05
22996000000.0,0.6651118,0.04653182,2.658177e-06,4.084672e-05
23074000000.0,-0.6071287,0.127271,-1.655351e-05,-5.652258e-07
23152000000.0,0.6562641,-0.1021043,6.421137e-05,-2.277284e-05
23230000000.0,-0.5357777,0.2932895,-3.436287e-06,2.530569e-05
23308000000.0,0.6210437,-0.2468634,3.872061e-06,-2.190068e-05
23386000000.0,-0.4523323,0.4297571,-1.437134e-05,6.361841e-06
23464000000.0,0.543036,-0.3533463,-4.230488e-05,2.407339e-05
23542000000.0,-0.3363817,0.5427819,1.937041e-05,-9.804688e-06
23620000000.0,0.4135452,-0.4811042,1.062358e-05,-1.082901e-05
23698000000.0,-0.2297031,0.6017606,3.063193e-05,9.200358e-06
23776000000.0,0.2925879,-0.552246,-7.71912e-06,1.41762e-05
23854000000.0,-0.01551337,0.6400707,1.887813e-05,-3.079362e-05
23932000000.0,0.1311402,-0.6108927,-2.472849e-05,2.619417e-05
24010000000.0,0.1144538,0.6415215,3.635968e-05,1.821263e-05
24088000000.0,-0.04347143,-0.6068739,-1.851785e-05,2.23435e-05
24166000000.0,0.218111,0.6161923,-2.189002e-05,8.766513e-06
24244000000.0,-0.2369909,-0.561062,-3.091935e-05,-2.164881e-05
24322000000.0,0.3338583,0.5515818,3.698106e-05,-3.253762e-06
24400000000.0,-0.3689276,-0.4921344,1.404845e-06,-1.418053e-05
24478000000.0,0.4625321,0.4440047,9.080436e-07,-3.899985e-05
24556000000.0,-0.4822221,-0.3688407,3.341378e-05,-1.456464e-05
24634000000.0,0.5435753,0.3519647,1.278436e-05,3.684271e-05
24712000000.0,-0.5699564,-0.1964861,-1.45164e-05,2.33109e-05
24790000000.0,0.5943455,0.2292019,-2.900801e-05,1.205777e-05
24868000000.0,-0.617936,-0.03883167,-2.997548e-05,1.758394e-06
24946000000.0,0.6177095,0.05548966,-7.129462e-06,-3.235795e-05
25024000000.0,-0.6115673,0.1120733,2.399594e-05,-1.913363e-05
25102000000.0,0.6111776,-0.1264473,1.438668e-05,-1.613178e-06
25180000000.0,-0.5482711,0.2785263,3.001869e-06,8.481233e-06
25258000000.0,0.5728881,-0.2517426,-9.956453e-06,1.479413e-05
25336000000.0,-0.4627355,0.4077053,-2.784876e-05,-1.493123e-05
25414000000.0,0.4600855,-0.3943714,-2.960189e-05,-2.921942e-06
25492000000.0,-0.3512066,0.5170873,1.036147e-05,3.112089e-05
25570000000.0,0.3290079,-0.516271,3.307686e-05,1.14526e-06
25648000000.0,-0.2095824,0.5694387,2.220861e-05,-1.695853e-05
25726000000.0,0.1721098,-0.6037391,2.344068e-05,-2.718996e-05
25804000000.0,-0.04871653,0.6000925,-1.602616e-05,1.230239e-05
25882000000.0,0.01124941,-0.6190789,-3.148261e-05,1.236322e-05
25960000000.0,0.1171484,0.5940504,-2.999464e-06,-1.992301e-05
26038000000.0,-0.163877,-0.5939665,-9.798182e-06,-2.580819e-05
26116000000.0,0.2608658,0.5349035,-1.277093e-05,3.35836e-05
26194000000.0,-0.3321242,-0.5303899,-2.088646e-05,6.553024e-06
26272000000.0,0.4107454,0.4236456,1.162685e-05,2.252923e-06
26350000000.0,-0.4443799,-0.4367062,-3.381477e-06,-2.886379e-05
26428000000.0,0.527193,0.2892855,2.07477e-05,2.836848e-05
26506000000.0,-0.5315801,-0.3020907,3.657765e-05,1.294365e-06
26584000000.0,0.5848357,0.1575728,-3.688553e-06,1.379777e-05
26662000000.0,-0.5930742,-0.1310824,3.581472e-07,1.440412e-05
26740000000.0,0.5991632,-0.01856124,1.588721e-05,1.633691e-06
26818000000.0,-0.6000475,0.0286378,1.925482e-05,-3.627248e-06
26896000000.0,0.5744866,-0.2080218,5.581647e-05,1.783632e-05
26974000000.0,-0.5543576,0.1907077,1.012954e-05,-1.432006e-05
27052000000.0,0.5279691,-0.3371719,-9.201138e-06,1.095593e-05
27130000000.0,-0.4512844,0.3431334,1.505743e-05,5.948493e-06
27208000000.0,0.4248486,-0.4608788,2.728709e-05,-8.648935e-06
27286000000.0,-0.3155927,0.4687904,4.281852e-06,1.305606e-05
27364000000.0,0.280771,-0.5568553,6.924827e-06,-5.282648e-06
27442000000.0,-0.1327201,0.5416258,-5.762766e-06,9.484657e-06
27520000000.0,0.1110323,-0.6170306,6.049241e-07,6.523918e-06
27598000000.0,0.08909029,0.5475065,4.507453e-06,-2.03015e-05
27676000000.0,-0.04569666,-0.6268713,1.543039e-06,1.162125e-06
27754000000.0,0.2659825,0.494984,9.924986e-06,1.932815e-05
27832000000.0,-0.2320613,-0.5595824,-6.999718e-06,-5.386342e-05
27910000000.0,0.43939,0.3696606,5.297286e-05,3.53884e-05
27988000000.0,-0.4245407,-0.3858941,-0.0001827255,0.0001770188
28066000000.0,0.5429538,0.08411761,-0.0002665003,-0.00112168
28144000000.0,-0.2767956,-0.06847461,0.004228985,-0.005487149
28222000000.0,0.3880131,0.1261239,0.005300812,-0.002249747
28300000000.0,-0.4152623,-0.1654437,0.0003595377,0.003947746
28378000000.0,0.5157968,-0.08253326,-0.003210323,-0.002009088
28456000000.0,-0.3978561,0.09171109,0.00507569,-0.002475297
28534000000.0,0.375278,-0.2691386,-0.0009159869,0.006561172
28612000000.0,-0.1671838,0.1989103,-0.006882381,-0.003835817
28690000000.0,0.1850527,-0.2044158,0.00820518,-0.005970563
28768000000.0,-0.1239761,0.06918785,0.002025285,0.01068121
28846000000.0,0.277238,-0.1846139,-0.01056892,-0.0009135693
28924000000.0,-0.1962609,0.1613118,0.005224416,-0.006962081
29002000000.0,0.2542288,-0.3083242,0.002064445,0.006151264
29080000000.0,-0.07145529,0.2961952,-0.004972317,-0.001536303
29158000000.0,0.105557,-0.3766929,0.005225054,-0.001398592
29236000000.0,0.09319036,0.3016126,-0.002175796,0.004374199
29314000000.0,-0.05751224,-0.3437053,-0.002496819,-0.003408737
29392000000.0,0.2100824,0.1916465,0.004245226,0.0006251876
29470000000.0,-0.1466506,-0.2152514,-0.002182931,0.001427677
29548000000.0,0.229241,0.06443963,0.0002778348,-0.003022789
29626000000.0,-0.1240559,-0.09821509,0.001881653,0.002616991
29704000000.0,0.1501241,0.007649224,-0.003435342,0.001094597
29782000000.0,-0.05214369,-0.0789952,0.0003859768,-0.003128227
29860000000.0,0.105391,0.03551827,0.003401369,0.002139882
29938000000.0,-0.06610905,-0.1204066,-0.001881366,0.002390579
30016000000.0,0.1549368,0.08490167,0.0002107649,-0.002418654
30094000000.0,-0.1458823,-0.1198494,0.001204316,0.002915662
30172000000.0,0.2419445,0.02359164,-0.003616358,-0.0007772857
30250000000.0,-0.2298047,-0.04198072,0.004027115,-0.00269996
30328000000.0,0.2654194,-0.07689366,-0.0002388355,0.004486043
30406000000.0,-0.2150654,0.089952,-0.002292394,-0.003269552
30484000000.0,0.2000369,-0.1950312,0.004327593,0.002580306
30562000000.0,-0.1209724,0.1664013,-0.007025309,0.001662991
30640000000.0,0.06309134,-0.2418398,0.002904421,-0.007053439
30718000000.0,-0.01475533,0.1689479,0.002966841,0.008233376
