
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag,S13_Real,S13_Imag,S14_Real,S14_Imag,S21_Real,S21_Imag
11556000000.0,0.05664647,-0.6980059,-0.7381505,-0.6104881,-0.4382178,-0.7957988,0.4434912,-0.8411528,-4.673441e-05,2.236743e-05
11614000000.0,0.007658942,0.7060034,-0.06719892,-1.007876,0.9032023,-0.1218376,0.5684597,0.7797707,-1.200261e-05,-7.424954e-06
11672000000.0,-0.08437819,-0.6963413,0.689323,-0.7226138,0.5825276,0.7016245,-0.3557827,0.8882778,9.393708e-06,2.915931e-05
11730000000.0,0.1617406,0.6892487,0.9923975,0.001926433,-0.2782122,0.8673992,-0.937172,0.1734691,2.475752e-06,-4.984524e-05
11788000000.0,-0.2170913,-0.6613541,0.677098,0.7200775,-0.8743728,0.2569683,-0.6692569,-0.6754389,-2.33251e-05,5.825909e-06
11846000000.0,0.2944113,0.6438044,-0.05018058,0.9815578,-0.7256352,-0.5454497,0.1407658,-0.93729,-3.618952e-05,3.078637e-05
11904000000.0,-0.3539722,-0.5972212,-0.7452971,0.6309695,-0.007246145,-0.9018322,0.8241169,-0.4597381,-5.117561e-06,5.913746e-06
11962000000.0,0.4135508,0.5712214,-0.9805234,-0.1045533,0.7109045,-0.572656,0.883657,0.3608803,-1.597225e-05,-2.322403e-05
12020000000.0,-0.4702902,-0.5134214,-0.6019273,-0.7762557,0.8902506,0.2027006,0.2676806,0.9153064,-0.8609396,-0.04200085
12078000000.0,0.5139771,0.482188,0.1415804,-0.9775565,0.370498,0.8429878,-0.5776199,0.764227,-0.5630574,-0.6522025
12136000000.0,-0.5500762,-0.4132291,0.7922244,-0.5744429,-0.5005184,0.7654527,-0.9493769,-0.06753752,0.08187711,-0.8605207
12194000000.0,0.6159953,0.3369898,0.9602368,0.1808548,-0.9116352,-0.0956676,-0.3728974,-0.8764989,0.6773992,-0.5311702
12252000000.0,-0.6393119,-0.2643445,0.5325075,0.8208314,-0.2729592,-0.8785744,0.6628234,-0.6883349,0.854991,0.1287231
12310000000.0,0.6600384,0.246918,-0.2324258,0.9601729,0.7192469,-0.5912123,0.894683,0.3619976,0.4959882,0.7082796
12368000000.0,-0.6744085,-0.1401353,-0.8578887,0.5072863,0.8536339,0.3928892,0.05869931,0.973511,-0.1758159,0.85286
12426000000.0,0.6934336,0.09773421,-0.9615811,-0.2732514,0.07960685,0.9383137,-0.8215636,0.5289872,-0.7389124,0.4672922
12484000000.0,-0.6906082,-0.003739542,-0.4834174,-0.8920996,-0.7419003,0.5975914,-0.9060976,-0.3971056,-0.8522853,-0.2141063
12542000000.0,0.6989478,-0.02767465,0.2985702,-0.9558654,-0.9082685,-0.2346887,-0.217409,-0.9523979,-0.4441376,-0.764484
12600000000.0,-0.6662922,0.138832,0.9035887,-0.4234836,-0.4314047,-0.8315313,0.5602288,-0.7967702,0.2290277,-0.8550139
12658000000.0,0.6743626,-0.184111,0.9104328,0.3798121,0.4167534,-0.8279356,0.9662518,-0.01433113,0.7738585,-0.4486005
12716000000.0,-0.6585308,0.2042286,0.2381341,0.9678856,0.93282,0.1133127,0.34025,0.9165422,0.8232218,0.3404373
12774000000.0,0.6205144,-0.305937,-0.4461461,0.9014815,0.4717058,0.8238242,-0.5409489,0.8284333,0.4076433,0.7998575
12832000000.0,-0.5532452,0.4108958,-0.9803482,0.295229,-0.5193161,0.8157606,-1.003026,-0.0967603,-0.3011601,0.8565005
12890000000.0,0.5396972,-0.4303547,-0.9262108,-0.4975845,-0.9912968,-0.04687472,-0.4213767,-0.9456738,-0.8431082,0.3826036
12948000000.0,-0.4572252,0.5093087,-0.2923842,-0.9983308,-0.4432348,-0.875506,0.608955,-0.8240187,-0.8757472,-0.3326275
13006000000.0,0.439658,-0.5314554,0.5127839,-0.9073835,0.5452238,-0.8177384,1.016359,0.1293688,-0.3742811,-0.8572442
13064000000.0,-0.3433692,0.5887862,0.9904159,-0.253817,0.9595341,0.07354385,0.3770421,0.9324556,0.3513736,-0.8648417
13122000000.0,0.3118834,-0.6059184,0.8615215,0.5582961,0.4019144,0.8814604,-0.6391531,0.781198,0.8592969,-0.3369775
13180000000.0,-0.2050554,0.6559768,0.1882849,1.020335,-0.5627381,0.7988936,-1.009386,-0.1619786,0.8399176,0.4026383
13238000000.0,0.1677155,-0.6569683,-0.6308069,0.8617569,-1.003251,-0.07684197,-0.3878696,-0.9762764,0.2886556,0.8972608
13296000000.0,-0.06127271,0.6857845,-1.077095,0.1758947,-0.5029927,-0.8963226,0.6150079,-0.8824875,-0.4596732,0.8467667
13354000000.0,0.01037898,-0.6759578,-0.8835425,-0.6470086,0.4778707,-0.9138546,1.078255,0.03091348,-0.9405791,0.2702467
13412000000.0,0.07715713,0.6786787,-0.1844185,-1.094844,1.038012,-0.1282698,0.5915458,0.9180825,-0.8586661,-0.4835894
13470000000.0,-0.150452,-0.6568893,0.6266618,-0.8805915,0.6670172,0.7687185,-0.4201349,0.9788417,-0.2604738,-0.9449257
13528000000.0,0.2106857,0.6480277,1.06819,-0.1565049,-0.2813491,0.977937,-1.048452,0.1779307,0.4896364,-0.8243784
13586000000.0,-0.2973912,-0.601112,0.8466235,0.6549625,-0.9605875,0.2996231,-0.7194149,-0.7724107,0.9279559,-0.2010564
13644000000.0,0.3381085,0.5955518,0.1068796,1.086554,-0.7888119,-0.657315,0.2665315,-1.043604,0.7754237,0.544494
13702000000.0,-0.4287144,-0.5138225,-0.6987934,0.8532248,0.09184567,-1.030923,1.02363,-0.3781714,0.133371,0.9602039
13760000000.0,0.4530661,0.511657,-1.103125,0.08709457,0.9150846,-0.4937378,0.8813443,0.6488402,-0.6004518,0.7826279
13818000000.0,-0.5308607,-0.4010527,-0.8522067,-0.733218,0.9371572,0.4872452,-0.04929895,1.11188,-0.9837266,0.1218831
13876000000.0,0.5514947,0.3938931,-0.0789399,-1.120061,0.1105777,1.049423,-0.9542421,0.5678212,-0.7854035,-0.6129721
13934000000.0,-0.6177382,-0.2496681,0.7353302,-0.8457394,-0.8146677,0.6665438,-0.9895827,-0.4951414,-0.1248795,-0.9731255
13992000000.0,0.6197246,0.2718916,1.092219,-0.05756642,-0.9692246,-0.3310794,-0.09119032,-1.074701,0.5982065,-0.7491215
14050000000.0,-0.6602705,-0.1221004,0.7824915,0.75456,-0.2051115,-0.9974281,0.8808717,-0.6080919,0.9415649,-0.08378095
14108000000.0,0.6577182,0.1299994,-0.01837509,1.087386,0.7573578,-0.6748644,0.963347,0.468318,0.7043508,0.6240273
14166000000.0,-0.6750477,0.01595634,-0.8164954,0.744203,0.9764403,0.3206613,0.06811965,1.08452,0.03568726,0.9480404
14224000000.0,0.6653615,-0.01722974,-1.107349,-0.07058271,0.2219157,1.006575,-0.9093597,0.6062667,-0.6628192,0.6973982
14282000000.0,-0.6462414,0.1747297,-0.7179629,-0.8591084,-0.7677522,0.7027048,-0.9845846,-0.4954835,-0.9712711,0.02629084
14340000000.0,0.6426672,-0.1726044,0.1057525,-1.122528,-1.006812,-0.2946303,-0.07510815,-1.108331,-0.7054886,-0.6586491
14398000000.0,-0.5956894,0.3155881,0.8678266,-0.6921779,-0.2459378,-1.002092,0.9117551,-0.6006439,-0.02928906,-0.9465479
14456000000.0,0.5838328,-0.2998619,1.090419,0.1537858,0.7423081,-0.7024027,0.9568704,0.5064377,0.6458114,-0.6674367
14514000000.0,-0.5274836,0.4302365,0.6268238,0.9004561,0.9689841,0.295973,0.01764984,1.077099,0.9173015,0.004941745
14572000000.0,0.4889433,-0.4318137,-0.2309397,1.081722,0.2329523,0.9878128,-0.9354565,0.5465945,0.6283752,0.6611072
14630000000.0,-0.4360717,0.5216228,-0.9517673,0.5738342,-0.7347729,0.6954302,-0.9412296,-0.5468315,-0.03921405,0.9116191
14688000000.0,0.3785968,-0.5341862,-1.087627,-0.3017261,-0.9764233,-0.2945448,0.01599101,-1.102166,-0.6790386,0.6115586
14746000000.0,-0.3005641,0.59979,-0.5427508,-0.9971517,-0.2287589,-0.9931051,0.972752,-0.5288166,-0.9059849,-0.05433396
14804000000.0,0.2424775,-0.6098717,0.3482965,-1.086347,0.7625799,-0.6750979,0.9277268,0.6082259,-0.5886341,-0.6791634
14862000000.0,-0.174625,0.6520172,1.030686,-0.5047901,0.9587473,0.3523505,-0.102852,1.10924,0.0756242,-0.8831919
14920000000.0,0.08436421,-0.6402896,1.08427,0.3969484,0.1454532,1.013393,-1.033,0.4297754,0.6798558,-0.5492465
14978000000.0,-0.04970817,0.6771488,0.468967,1.061999,-0.8178984,0.6103455,-0.8697397,-0.7108895,0.8539925,0.1108343
15036000000.0,-0.06862959,-0.6516914,-0.4482677,1.080826,-0.9248312,-0.428959,0.2173401,-1.109624,0.4998718,0.6881469
15094000000.0,0.05298061,0.6682087,-1.103868,0.4370821,-0.07711141,-1.019384,1.089954,-0.351043,-0.1529414,0.8285546
15152000000.0,-0.2068484,-0.6208623,-1.084399,-0.4888518,0.8428177,-0.5613664,0.8423752,0.7782063,-0.697678,0.4544584
15210000000.0,0.2190892,0.6318917,-0.3993697,-1.128811,0.8984869,0.467047,-0.2730263,1.11776,-0.8062395,-0.1921466
15268000000.0,-0.3294479,-0.563206,0.538642,-1.072997,0.01976713,1.013952,-1.113514,0.2954516,-0.4182714,-0.7138543
15326000000.0,0.3386549,0.5828773,1.149386,-0.3536001,-0.8846358,0.5016889,-0.7902657,-0.8399561,0.2248914,-0.7986196
15384000000.0,-0.4482833,-0.46185,1.04871,0.5810963,-0.8682072,-0.5269584,0.3477921,-1.094762,0.7316154,-0.3943741
15442000000.0,0.4493967,0.4949163,0.3078825,1.157659,0.01783214,-1.018669,1.121935,-0.2451167,0.7903743,0.2547384
15500000000.0,-0.5488166,-0.3627495,-0.612205,1.02694,0.8764447,-0.5156912,0.7900768,0.832919,0.3587829,0.744328
15558000000.0,0.5339912,0.3812135,-1.158602,0.2685498,0.8908833,0.4795743,-0.3026185,1.100559,-0.2951117,0.766293
15616000000.0,-0.6133482,-0.2387598,-1.00477,-0.6479619,0.05934537,1.010533,-1.100749,0.3200914,-0.7599576,0.3073666
15674000000.0,0.6089249,0.2587678,-0.2372072,-1.17318,-0.8273872,0.5752198,-0.851418,-0.7697214,-0.7416338,-0.3432223
15732000000.0,-0.640597,-0.09027541,0.6823522,-0.9960917,-0.9257591,-0.4147216,0.2183308,-1.135394,-0.2568422,-0.772196
15790000000.0,0.6540235,0.138392,1.200451,-0.2101251,-0.1172474,-1.014626,1.095411,-0.3945199,0.3821527,-0.711289
15848000000.0,-0.6464253,0.05466089,1.001273,0.7244427,0.8336198,-0.6113917,0.8922921,0.7689891,0.7715676,-0.2095214
15906000000.0,0.6549873,-0.01563998,0.188082,1.236343,0.9481066,0.4284658,-0.2404893,1.165561,0.6726089,0.409417
15964000000.0,-0.6283593,0.1986015,-0.7654483,1.004172,0.07814406,1.042108,-1.149503,0.3423274,0.159361,0.7598009
16022000000.0,0.6296253,-0.1699243,-1.268076,0.1561904,-0.8812123,0.5697614,-0.8544836,-0.860379,-0.4383274,0.6307946
16080000000.0,-0.574463,0.3071622,-0.9946533,-0.8080553,-0.9152171,-0.5050955,0.358623,-1.160419,-0.7530808,0.1124828
16138000000.0,0.583328,-0.3015493,-0.1046866,-1.290337,0.0007927252,-1.050646,1.201182,-0.2408797,-0.5987107,-0.4667354
16196000000.0,-0.462725,0.4495907,0.8634784,-0.9753814,0.9128392,-0.5206528,0.8051941,0.9303508,-0.07658235,-0.7516103
16254000000.0,0.5057215,-0.4168203,1.313139,-0.0486138,0.9176034,0.5253293,-0.4019647,1.171717,0.4878308,-0.5753099
16312000000.0,-0.3693811,0.5462772,0.9482589,0.9198946,0.03570867,1.058529,-1.214362,0.2668067,0.7485523,-0.05132242
16370000000.0,0.3874931,-0.5078783,-0.01390276,1.325837,-0.8923645,0.5787662,-0.8495556,-0.9115618,0.5526515,0.5025687
16428000000.0,-0.2459063,0.6121339,-0.9698327,0.9000855,-0.9559754,-0.4615211,0.3536892,-1.192324,0.02739356,0.7470752
16486000000.0,0.2504966,-0.5936534,-1.312902,-0.09861798,-0.1231353,-1.050996,1.193438,-0.3250526,-0.5171538,0.5382175
16544000000.0,-0.1020589,0.6391386,-0.829168,-1.024727,0.8139378,-0.6824319,0.9145073,0.8349826,-0.7536275,0.005401255
16602000000.0,0.1236282,-0.6345451,0.180093,-1.28896,1.008245,0.2952099,-0.2001322,1.205556,-0.5350656,-0.5378562
16660000000.0,0.06040466,0.6488058,1.060383,-0.7371065,0.3147558,1.000088,-1.110665,0.4837122,0.009106254,-0.7704072
16718000000.0,-0.045548,-0.6287748,1.246851,0.2739128,-0.6548716,0.8103093,-0.9937062,-0.6634821,0.555299,-0.5445122
16776000000.0,0.198271,0.6404523,0.6359176,1.094063,-1.034059,-0.1149188,0.04341956,-1.182262,0.7831669,0.01454378
16834000000.0,-0.2079074,-0.5887818,-0.368715,1.197158,-0.4442877,-0.938356,1.027495,-0.561851,0.5481211,0.5723171
16892000000.0,0.3047125,0.5906349,-1.12477,0.5329943,0.5923729,-0.8562412,0.9811063,0.6249065,-0.02647363,0.800274
16950000000.0,-0.3417271,-0.5206097,-1.14674,-0.4513195,1.03095,0.1080576,-0.09731974,1.153454,-0.5995523,0.5555836
17008000000.0,0.4419028,0.4778972,-0.4381282,-1.132118,0.3468673,0.9653085,-1.066472,0.3970145,-0.8265072,-0.03651483
17066000000.0,-0.4580067,-0.4232398,0.5197365,-1.077794,-0.739357,0.7074618,-0.7747949,-0.8150444,-0.5686559,-0.6322189
17124000000.0,0.5420892,0.3861748,1.118334,-0.3402276,-0.9194096,-0.4198312,0.4718989,-0.9960143,0.04010963,-0.8607214
17182000000.0,-0.5449486,-0.2632615,0.9924079,0.5888798,0.08014363,-1.006973,1.083569,0.1132246,0.6508211,-0.5789114
17240000000.0,0.6135131,0.2742338,0.2352971,1.117999,0.9759781,-0.2605148,0.2407305,1.050996,0.8792967,0.05651037
17298000000.0,-0.600839,-0.1098012,-0.6605163,0.9357626,0.6049709,0.8214688,-0.9002363,0.597598,0.5740814,0.6806782
17356000000.0,0.6417037,0.1337842,-1.123014,0.1676906,-0.4959388,0.8871865,-0.9056244,-0.575737,-0.08749576,0.9044325
17414000000.0,-0.6212989,0.03677647,-0.8844922,-0.7000552,-1.014959,-0.0582304,0.1273953,-1.058728,-0.7176422,0.5734591
17472000000.0,0.6493372,-0.01875302,-0.1080245,-1.113879,-0.4375024,-0.9143508,0.9876562,-0.3924204,-0.9308542,-0.1149277
17530000000.0,-0.5766667,0.2007239,0.7254746,-0.8296536,0.5669104,-0.8281484,0.8248109,0.6489506,-0.57384,-0.7440309
17588000000.0,0.6367569,-0.1716007,1.097066,-0.04075698,1.004697,0.04575332,-0.1173714,1.041474,0.1432958,-0.9338008
17646000000.0,-0.5100188,0.344097,0.779539,0.7686846,0.5133934,0.8670607,-0.933598,0.474578,0.7730837,-0.5487202
17704000000.0,0.5783173,-0.2842424,-0.01872366,1.102693,-0.4192565,0.9297641,-0.9347602,-0.493843,0.9335315,0.1878134
17762000000.0,-0.4102485,0.4772236,-0.808501,0.7497709,-1.000166,0.2200232,-0.1648341,-1.045435,0.5179762,0.8134881
17820000000.0,0.4676234,-0.4220943,-1.112213,-0.06039092,-0.8001453,-0.6595508,0.73057,-0.7823131,-0.2334339,0.9449666
17878000000.0,-0.3182293,0.5526443,-0.7322217,-0.8288934,0.005333407,-1.030183,1.064844,0.06894926,-0.8523597,0.5029494
17936000000.0,0.3563331,-0.5095874,0.0945363,-1.094367,0.8045692,-0.6350948,0.6076444,0.8697124,-0.9486612,-0.2534877
17994000000.0,-0.1135434,0.6184052,0.8515526,-0.6883159,0.9956084,0.2307495,-0.2966689,1.018472,-0.4723311,-0.8631591
18052000000.0,0.2113001,-0.5914478,1.081854,0.1444265,0.4213962,0.9296811,-0.9842463,0.3851349,0.2898757,-0.9353043
18110000000.0,0.02204211,0.6369219,0.6481911,0.8846238,-0.5012134,0.8960978,-0.8992856,-0.5667549,0.8790177,-0.4274032
18168000000.0,0.05018052,-0.6107302,-0.1928209,1.082367,-1.028096,0.08414408,-0.03262819,-1.064809,0.9214678,0.3425706
18226000000.0,0.1341888,0.6287668,-0.9207171,0.6236925,-0.6162769,-0.8430256,0.9042426,-0.5878741,0.3867207,0.9088402
18284000000.0,-0.1421858,-0.5913597,-1.085197,-0.2227219,0.4569027,-0.9351533,0.9395179,0.5238609,-0.3858421,0.9215952
18342000000.0,0.2560833,0.5836792,-0.5967907,-0.9395097,1.046212,0.0286903,-0.09270065,1.075842,-0.9229174,0.3624558
18400000000.0,-0.2834447,-0.5439851,0.2512684,-1.078091,0.3798157,0.968078,-1.022674,0.3318717,-0.9001678,-0.417742
18458000000.0,0.3977014,0.4931066,0.9478448,-0.5602885,-0.7508297,0.7141793,-0.6883203,-0.81849,-0.3242452,-0.931316
18516000000.0,-0.4091096,-0.4473146,1.060262,0.295144,-0.959736,-0.3984865,0.4730145,-0.9596078,0.4517872,-0.8703297
18574000000.0,0.4940697,0.4092448,0.5161935,0.9708887,-0.07566129,-1.039794,1.069492,-0.00176388,0.9413835,-0.2747526
18632000000.0,-0.5189796,-0.2939133,-0.345208,1.048795,0.8666582,-0.5873092,0.5311789,0.9348196,0.8481087,0.4925069
18690000000.0,0.5616834,0.2991551,-0.9982511,0.4723197,0.9605712,0.4210566,-0.5139809,0.9454181,0.2356601,0.9550665
18748000000.0,-0.5904474,-0.1398634,-1.042168,-0.3955165,0.2032541,1.038057,-1.081813,0.1087084,-0.5249249,0.8282069
18806000000.0,0.6072481,0.1379261,-0.4391828,-1.019026,-0.7085371,0.7761783,-0.7267987,-0.8026283,-0.9668915,0.1953943
18864000000.0,-0.6098887,0.01118747,0.435681,-1.020948,-1.048003,-0.08800591,0.1965768,-1.062199,-0.8133032,-0.5544189
18922000000.0,0.6233107,-0.04047236,1.038868,-0.3951853,-0.5931934,-0.8691837,0.9512634,-0.5132298,-0.1612889,-0.9664261
18980000000.0,-0.5755311,0.1845705,0.9998534,0.4757173,0.2949423,-1.006882,0.9935895,0.4117564,0.5838066,-0.7863301
19038000000.0,0.6068279,-0.1647162,0.342959,1.05055,0.9666092,-0.4072599,0.2999291,1.030206,0.9677586,-0.1254648
19096000000.0,-0.5054202,0.3298026,-0.5277932,0.9708955,0.9234465,0.5026728,-0.6262497,0.8767297,0.756394,0.6073693
19154000000.0,0.525283,-0.3136332,-1.06929,0.2866243,0.1739082,1.040371,-1.08205,0.04179857,0.0799431,0.9624703
19212000000.0,-0.4072619,0.4593476,-0.940462,-0.5797994,-0.7276159,0.7588875,-0.6769832,-0.8449009,-0.6462873,0.7241797
19270000000.0,0.4168911,-0.4477092,-0.2224103,-1.090855,-1.044817,-0.1632167,0.3101073,-1.046029,-0.9754884,0.03840293
19328000000.0,-0.2770862,0.5346169,0.6397478,-0.9231226,-0.4336422,-0.9714068,1.054461,-0.308512,-0.707054,-0.6806973
19386000000.0,0.2770298,-0.5560256,1.111886,-0.1780984,0.6616796,-0.8345361,0.7597094,0.7914875,-0.007857493,-0.9933391
19444000000.0,-0.1230433,0.5876207,0.9042749,0.6808527,1.012305,0.3557626,-0.5063333,0.9756532,0.6978313,-0.70404
19502000000.0,0.1265899,-0.5992416,0.1465157,1.116583,-0.07524207,1.066826,-1.067446,-0.2386831,0.9805601,0.01107099
19560000000.0,0.04214779,0.6045963,-0.6933438,0.8624756,-1.035277,0.1913393,-0.02665403,-1.07614,0.6653929,0.7095944
19618000000.0,-0.04792773,-0.6040946,-1.092902,0.08170491,-0.4322458,-0.9500394,1.035447,-0.277774,-0.06024468,0.9630854
19676000000.0,0.1892935,0.5704327,-0.8048742,-0.7457369,0.8046843,-0.6660931,0.5403628,0.9345611,-0.7470451,0.6154081
19734000000.0,-0.2280727,-0.565618,-0.01091125,-1.11024,0.89511,0.5588941,-0.7251596,0.8217329,-0.9681884,-0.1255388
19792000000.0,0.3472466,0.4873396,0.805104,-0.7840528,-0.1733261,1.054585,-1.051806,-0.3503838,-0.5890374,-0.8029913
19850000000.0,-0.3577228,-0.490157,1.146276,0.0300952,-1.039721,0.3430122,-0.180501,-1.113739,0.1613288,-0.9915063
19908000000.0,0.4770954,0.3748706,0.7954322,0.8273891,-0.8491181,-0.6958158,0.8418792,-0.7474219,0.8256388,-0.5759296
19966000000.0,-0.4685661,-0.3725995,-0.03470847,1.126531,0.09120702,-1.078662,1.068259,0.270803,0.9875494,0.1833895
20024000000.0,0.5516177,0.2587777,-0.8228305,0.7437673,0.9074893,-0.5622067,0.4036099,1.008656,0.5417898,0.8234957
20082000000.0,-0.5574315,-0.2092706,-1.085979,-0.09320315,0.9790106,0.3756079,-0.5590704,0.9149949,-0.2288973,0.9513916
20140000000.0,0.594985,0.09574787,-0.6679125,-0.864044,0.3020967,1.003083,-1.074442,0.1158121,-0.8492908,0.4789618
20198000000.0,-0.589242,-0.04894907,0.1813183,-1.091409,-0.6038257,0.8703214,-0.7742341,-0.7789578,-0.9433884,-0.3005036
20256000000.0,0.6012527,-0.09061235,0.9378151,-0.6412367,-1.083955,0.09089731,0.1080045,-1.125187,-0.4450983,-0.9013631
20314000000.0,-0.5715733,0.1193348,1.126866,0.2123276,-0.7754388,-0.7796938,0.932566,-0.6535536,0.3454369,-0.9620512
20372000000.0,0.5764222,-0.2228976,0.6368739,0.9517522,0.1155913,-1.09969,1.089584,0.3119771,0.9332146,-0.4439042
20430000000.0,-0.49444,0.2834376,-0.2225675,1.10974,0.914023,-0.6059079,0.4409326,1.028281,0.9580744,0.3461608
20488000000.0,0.4963291,-0.3633215,-0.93403,0.5861825,1.016102,0.3439719,-0.5388348,0.9472077,0.4146958,0.9193966
20546000000.0,-0.3830712,0.4255996,-1.055179,-0.2831953,0.308583,1.015587,-1.079449,0.09996176,-0.3701321,0.9170554
20604000000.0,0.369782,-0.4838473,-0.5038966,-0.9669423,-0.6839896,0.8055322,-0.6654177,-0.8597184,-0.921265,0.3497586
20662000000.0,-0.218458,0.5239645,0.3702988,-1.045194,-1.054129,-0.1823266,0.4144897,-1.030031,-0.891296,-0.4344704
20720000000.0,0.2102172,-0.5747814,1.024025,-0.4619253,-0.3399601,-1.025242,1.118295,-0.130392,-0.3009755,-0.9664863
20778000000.0,-0.009154563,0.5642943,1.058962,0.421107,0.7868233,-0.7682952,0.6162934,0.9581767,0.4819928,-0.9121238
20836000000.0,0.05266273,-0.6112801,0.4481004,1.045737,1.029628,0.3927287,-0.6093184,0.9550518,0.989651,-0.2987346
20894000000.0,0.168948,0.5438867,-0.4388667,1.031933,0.03928644,1.092909,-1.095175,-0.1955793,0.9148089,0.4896128
20952000000.0,-0.1449395,-0.5757501,-1.039431,0.3926556,-0.9819973,0.4641857,-0.2330979,-1.075291,0.2930073,0.9720873
21010000000.0,0.3574641,0.4505044,-0.9813261,-0.4841581,-0.8052358,-0.7029399,0.8895507,-0.620693,-0.4951706,0.8675027
21068000000.0,-0.3648612,-0.4355134,-0.3115544,-1.048761,0.2951593,-1.021532,0.9354216,0.5583289,-0.9605344,0.2365409
21126000000.0,0.5080057,0.1905698,0.554926,-0.9452749,1.040551,-0.197059,-0.07906922,1.093544,-0.8282449,-0.5435635
21184000000.0,-0.2717067,-0.1002195,1.08125,-0.2442555,0.681536,0.8234673,-1.009729,0.4660859,-0.1824991,-0.9889188
21242000000.0,0.3483494,0.2021841,0.9328626,0.6138071,-0.3512952,1.018326,-0.9326547,-0.6202771,0.59238,-0.8282198
21300000000.0,-0.3914258,-0.2190346,0.2002718,1.101582,-1.053667,0.2601804,0.01494209,-1.119117,1.021607,-0.1663009
21358000000.0,0.5112291,0.01874173,-0.6515613,0.9146219,-0.8214375,-0.7185239,0.9285257,-0.6213408,0.8359705,0.5963882
21416000000.0,-0.4172388,0.03370599,-1.097015,0.1609601,0.1056396,-1.075777,1.025686,0.3983109,0.1523816,1.002991
21474000000.0,0.4027196,-0.1915475,-0.8670796,-0.6840922,0.9303297,-0.5411116,0.2601708,1.063164,-0.6020387,0.800213
21532000000.0,-0.211929,0.174691,-0.09973796,-1.091962,0.9708323,0.4310998,-0.7141252,0.8214319,-0.9757376,0.1075534
21590000000.0,0.2023253,-0.1634118,0.7316989,-0.8135267,0.183046,1.038266,-1.079747,-0.1406298,-0.746693,-0.6374305
21648000000.0,-0.1478415,0.05214218,1.100155,0.005420701,-0.9237436,0.49488,-0.1807059,-1.082943,-0.07604869,-0.9868156
21706000000.0,0.2908227,-0.1308563,0.7529393,0.8081554,-0.8759348,-0.5844297,0.8721352,-0.6763956,0.6757721,-0.7490705
21764000000.0,-0.2328824,0.1268461,-0.06246842,1.113981,0.08398893,-1.062838,1.026892,0.4319855,1.015479,-0.04161583
21822000000.0,0.2901814,-0.2581561,-0.8488494,0.7265068,0.9714952,-0.4578634,0.1333195,1.105237,0.7398129,0.7068261
21880000000.0,-0.1343253,0.2809114,-1.125431,-0.1053601,0.9040111,0.6076496,-0.8945585,0.6799739,0.02422854,1.022923
21938000000.0,0.1541713,-0.3503285,-0.709785,-0.8686976,-0.04395287,1.077144,-1.03467,-0.4089705,-0.7055047,0.7095601
21996000000.0,0.02490075,0.3133245,0.1385081,-1.104497,-0.9369102,0.511892,-0.1716662,-1.089849,-0.9940326,-0.02449058
22054000000.0,-0.01203627,-0.3482083,0.887314,-0.6630651,-0.9162826,-0.5240769,0.8378839,-0.71116,-0.6508706,-0.7341189
22112000000.0,0.1593694,0.2227477,1.081581,0.1923099,-0.02171508,-1.044186,1.033678,0.3493917,0.1003964,-0.9859204
22170000000.0,-0.1180323,-0.2394143,0.6075529,0.9256968,0.8847857,-0.5665655,0.2452619,1.072761,0.7915497,-0.6082584
22228000000.0,0.2043021,0.1003559,-0.2585089,1.087374,0.9594155,0.4584484,-0.7882078,0.7838414,1.006039,0.1649878
22286000000.0,-0.1130078,-0.1208468,-0.9810318,0.5919712,0.1486508,1.08121,-1.114382,-0.2331101,0.6032483,0.8378226
22344000000.0,0.1377951,0.03200363,-1.109114,-0.2709887,-0.81206,0.7269174,-0.4274034,-1.048932,-0.1831044,1.00097
22402000000.0,-0.04679193,-0.08879012,-0.5807184,-0.9805,-1.054821,-0.2753519,0.6409137,-0.9303223,-0.846701,0.5621408
22460000000.0,0.08713521,0.05094816,0.2828059,-1.089716,-0.3563198,-1.012641,1.113544,0.01506812,-0.9694772,-0.2240372
22518000000.0,-0.05394421,-0.1339718,0.9691396,-0.5344998,0.6482096,-0.8301573,0.5741684,0.9320138,-0.4906843,-0.8643385
22576000000.0,0.1279308,0.1042199,1.054648,0.3370712,1.045162,0.09747986,-0.4758556,0.986485,0.2983755,-0.9481952
22634000000.0,-0.1286055,-0.1504571,0.4798925,1.004968,0.4844267,0.9369211,-1.094733,0.1313978,0.9126979,-0.4348653
22692000000.0,0.229559,0.05821098,-0.393144,1.062905,-0.5201543,0.9362158,-0.728748,-0.8543175,0.9573469,0.3509905
22750000000.0,-0.2196928,-0.08814438,-1.036714,0.4627222,-1.071958,0.08978958,0.3041333,-1.083914,0.404651,0.9339098
22808000000.0,0.2723105,-0.0329366,-1.063124,-0.4192953,-0.6824542,-0.8423553,1.07599,-0.3567277,-0.3862069,0.947297
22866000000.0,-0.2292712,0.04707311,-0.4426724,-1.039164,0.307657,-1.026051,0.8878877,0.6811004,-0.9336731,0.3720896
22924000000.0,0.2264301,-0.1586571,0.4448786,-1.024417,1.016662,-0.3017406,-0.08904386,1.10111,-0.9065801,-0.4228999
22982000000.0,-0.1532808,0.1379671,1.047237,-0.3800994,0.8043873,0.6840296,-0.9718089,0.5163502,-0.3134963,-0.9450626
