Setting,Value
1900000000.0,14.844331532226406
1915000000.0,13.804954622501308
1930000000.0,13.189035187748589
1945000000.0,14.139301553827888
1960000000.0,15.079130798478728
1975000000.0,15.793608237856224
1990000000.0,16.215744321521477
2005000000.0,13.810312522686512
2020000000.0,13.33543958978456
2035000000.0,13.9825954210953
2050000000.0,14.58768561540115
2065000000.0,14.450368636393264
2080000000.0,13.835961291699666
2095000000.0,13.652183557216004
2110000000.0,14.46127917983863
2125000000.0,14.753969636674796
2140000000.0,14.645100671985377
2155000000.0,13.260485792845891
2170000000.0,12.43263320236101
2185000000.0,13.416462969371647
2200000000.0,14.612878805144755
2215000000.0,15.235871686652962
2230000000.0,14.208342016632844
2245000000.0,12.767878821703752
2260000000.0,12.084134374394495
2275000000.0,12.895816249521694
2290000000.0,14.100132380120236
2305000000.0,14.46806676330969
2320000000.0,13.944723684297209
2335000000.0,13.236465709572323
2350000000.0,12.714035575457148
2365000000.0,13.27154591780265
2380000000.0,13.45002179196456
2395000000.0,13.02216314255293
2410000000.0,13.13423202529299
2425000000.0,13.166692407792839
2440000000.0,13.456038019639774
2455000000.0,13.113467795298805
2470000000.0,12.878039592973137
2485000000.0,14.091850365971734
2500000000.0,13.516990713706607
2515000000.0,12.009666252425916
2530000000.0,12.303860108083164
2545000000.0,11.989601590591695
2560000000.0,13.608013162301335
2575000000.0,13.657066814578156
2590000000.0,13.07938434106209
2605000000.0,11.949592114585032
2620000000.0,11.548069946255193
2635000000.0,12.020300603776036
2650000000.0,13.26763804761656
2665000000.0,14.04049092656759
2680000000.0,12.909831152578345
2695000000.0,11.633570337872811
2710000000.0,11.01911448216885
2725000000.0,11.928545956829879
2740000000.0,12.919992044151396
2755000000.0,13.149381360453788
2770000000.0,12.302465291498697
2785000000.0,11.5197446539109
2800000000.0,11.890084749476207
2815000000.0,12.438503294425546
2830000000.0,12.401505867383872
2845000000.0,11.74884368347268
2860000000.0,11.408610497451926
2875000000.0,11.446375552530585
2890000000.0,12.349979652980272
2905000000.0,12.877057713419141
2920000000.0,12.316707593959865
2935000000.0,11.630072259043606
2950000000.0,11.083367861033341
2965000000.0,11.136025141926181
2980000000.0,11.499486466709815
2995000000.0,11.85220846611178
3010000000.0,12.206042840317867
3025000000.0,12.237725494268807
3040000000.0,11.488304610034838
3055000000.0,10.768915002350868
3070000000.0,10.532645649597656
3085000000.0,11.255529941380797
3100000000.0,12.244781592633073
3115000000.0,12.587732789512948
3130000000.0,11.70571102765536
3145000000.0,10.397581371883279
3160000000.0,9.835536026165538
3175000000.0,10.937190394131969
3190000000.0,11.67972117588387
3205000000.0,11.512659688410713
3220000000.0,10.605291793587162
3235000000.0,10.427822004027627
3250000000.0,11.50988310434938
3265000000.0,12.015609464736263
3280000000.0,11.70221462271223
3295000000.0,9.81981268839115
3310000000.0,9.461122543993994
3325000000.0,10.783255735854105
3340000000.0,12.331657002025297
3355000000.0,13.119377354587577
3370000000.0,11.609230063070019
3385000000.0,10.159961103452117
3400000000.0,9.999821892479797
3415000000.0,10.58592531102784
3430000000.0,11.698194000354249
3445000000.0,11.918878037073585
3460000000.0,11.236222523452621
3475000000.0,10.596690224945691
3490000000.0,10.542396176543912
3505000000.0,10.784103158875414
3520000000.0,10.731796677335439
3535000000.0,10.496457215063673
3550000000.0,10.71665694962669
3565000000.0,10.956896497198958
3580000000.0,10.843018267166117
3595000000.0,10.534267222294377
3610000000.0,10.35121463726236
3625000000.0,10.344826802663428
3640000000.0,10.457471131164164
3655000000.0,9.998267494142326
3670000000.0,9.719367667303112
3685000000.0,9.786867260751237
3700000000.0,11.00888822401205
3715000000.0,11.120764977360238
3730000000.0,10.495002696884665
3745000000.0,9.102783334239815
3760000000.0,8.519635752768027
3775000000.0,9.729844778102919
3790000000.0,11.284106947177184
3805000000.0,12.025057174525417
3820000000.0,10.496831705196781
3835000000.0,8.645963263481084
3850000000.0,8.116188309405556
3865000000.0,9.203183925804048
3880000000.0,11.085384930282004
3895000000.0,11.418309271462084
3910000000.0,9.846428263167565
3925000000.0,8.54864415065367
3940000000.0,8.846714401019945
3955000000.0,10.06927727617193
3970000000.0,10.901157512254844
3985000000.0,9.731925154995754
4000000000.0,8.640587067323862
