Setting,Value
1810000000.0,-1.0150375421314846
1825000000.0,-0.9367078725034597
1840000000.0,-0.9724406125326511
1855000000.0,-1.014558119812414
1870000000.0,-1.0088210162891924
1885000000.0,-0.9815932596092136
1900000000.0,-0.971052767877296
1915000000.0,-1.0546004365162513
1930000000.0,-1.1215252947292267
1945000000.0,-1.1342834661410466
1960000000.0,-1.0555930992346119
1975000000.0,-0.9943983223346784
1990000000.0,-0.8836949358747641
2005000000.0,-1.0646081089559603
2020000000.0,-1.0849019376159128
2035000000.0,-1.104707910650303
2050000000.0,-1.07182387008815
2065000000.0,-1.0984024632286769
2080000000.0,-1.1048810563830445
2095000000.0,-1.0674575791339642
2110000000.0,-1.0099139536880668
2125000000.0,-1.0233175959055305
2140000000.0,-1.0724414128335735
2155000000.0,-1.2259538756471282
2170000000.0,-1.2288399861032504
2185000000.0,-1.1074591976383272
2200000000.0,-1.0104836095951493
2215000000.0,-0.9875451336990261
2230000000.0,-1.1004140244992542
2245000000.0,-1.2424675942617243
2260000000.0,-1.247312054309761
2275000000.0,-1.1505811639787045
2290000000.0,-1.034182949392478
2305000000.0,-1.0828705011219757
2320000000.0,-1.1678414196997773
2335000000.0,-1.1848225305846918
2350000000.0,-1.1067485580367662
2365000000.0,-1.013392692321856
2380000000.0,-1.0840182886862613
2395000000.0,-1.2145567158381247
2410000000.0,-1.267836564695887
2425000000.0,-1.1535692773283936
2440000000.0,-1.0039261478104973
2455000000.0,-0.9928484042035126
2470000000.0,-1.142655862468348
2485000000.0,-1.1810747792772487
2500000000.0,-1.1923524231955556
2515000000.0,-1.2696524643543352
2530000000.0,-1.1139420689717512
2545000000.0,-1.2173663025803638
2560000000.0,-1.1252684255398029
2575000000.0,-1.1496219970234736
2590000000.0,-1.1824950226051325
2605000000.0,-1.2485284651453197
2620000000.0,-1.3096743470330177
2635000000.0,-1.2485745515274598
2650000000.0,-1.1390959333157573
2665000000.0,-1.1149325951710014
2680000000.0,-1.1807980817625772
2695000000.0,-1.3414349189356973
2710000000.0,-1.3726121285229884
2725000000.0,-1.2836623256854982
2740000000.0,-1.1491994268567405
2755000000.0,-1.1932846044620655
2770000000.0,-1.2918853806094792
2785000000.0,-1.3003488879381622
2800000000.0,-1.220093296984394
2815000000.0,-1.1441723181080257
2830000000.0,-1.1957695227967438
2845000000.0,-1.3674796447072608
2860000000.0,-1.4382871683540448
2875000000.0,-1.265231318544515
2890000000.0,-1.0676880356284915
2905000000.0,-1.0738591136496634
2920000000.0,-1.2110949399899462
2935000000.0,-1.383860432243891
2950000000.0,-1.4368250762681354
2965000000.0,-1.299067255992591
2980000000.0,-1.1857204991725325
2995000000.0,-1.1988292682262054
3010000000.0,-1.272183891004293
3025000000.0,-1.328547879918358
3040000000.0,-1.371058017218796
3055000000.0,-1.3549504101751573
3070000000.0,-1.3460207427349657
3085000000.0,-1.346585445186828
3100000000.0,-1.2803175406054867
3115000000.0,-1.2727381579202193
3130000000.0,-1.2787982435593412
3145000000.0,-1.3625804416040668
3160000000.0,-1.4896306969356088
3175000000.0,-1.4087168200097957
3190000000.0,-1.37529672813292
3205000000.0,-1.3637304334289082
3220000000.0,-1.3521668485945162
3235000000.0,-1.3317774398697768
3250000000.0,-1.229000851994222
3265000000.0,-1.301924967616317
3280000000.0,-1.3731380524402172
3295000000.0,-1.580486416761333
3310000000.0,-1.592642717048326
3325000000.0,-1.3437825142823367
3340000000.0,-1.2091208388186667
3355000000.0,-1.1849257913331512
3370000000.0,-1.3529920029445377
3385000000.0,-1.5173814805273507
3400000000.0,-1.534534932159925
3415000000.0,-1.4319643201838825
3430000000.0,-1.278809874922654
3445000000.0,-1.274400209501032
3460000000.0,-1.3591874182854033
3475000000.0,-1.45446483358075
3490000000.0,-1.4400094164565522
3505000000.0,-1.4230119073037952
3520000000.0,-1.3928365729492618
3535000000.0,-1.4449057679252277
3550000000.0,-1.4807752472438045
3565000000.0,-1.394038094605349
3580000000.0,-1.3584747467595495
3595000000.0,-1.3646852328876669
3610000000.0,-1.441974208074164
3625000000.0,-1.514427909736994
3640000000.0,-1.555362056653275
3655000000.0,-1.5270019094632217
3670000000.0,-1.4464527401592777
3685000000.0,-1.480752580483492
3700000000.0,-1.360390051702725
3715000000.0,-1.42485140024703
3730000000.0,-1.562459699926428
3745000000.0,-1.6644230979945585
3760000000.0,-1.7156926555308996
3775000000.0,-1.468219881789015
3790000000.0,-1.345790191025048
3805000000.0,-1.3423551793990156
3820000000.0,-1.5393069765501712
3835000000.0,-1.775796632609048
3850000000.0,-1.745721070598297
3865000000.0,-1.498531115229532
3880000000.0,-1.3362567711911173
3895000000.0,-1.4234086079811636
3910000000.0,-1.6039873689823634
3925000000.0,-1.6862205746756929
3940000000.0,-1.6480292505306293
3955000000.0,-1.4762465557978177
3970000000.0,-1.5177717010304834
3985000000.0,-1.6414990945212573
4000000000.0,-1.741428014536318
