Setting,Value
1795000000.0,-1.0477379096349653
1810000000.0,-0.9933777919248875
1825000000.0,-0.9021898511131149
1840000000.0,-0.9301056814137707
1855000000.0,-1.004513036253058
1870000000.0,-0.9975274899895361
1885000000.0,-0.9612516765149225
1900000000.0,-0.9601580339306603
1915000000.0,-0.9970397147146691
1930000000.0,-1.100408226457338
1945000000.0,-1.1025189912740039
1960000000.0,-1.0372874460480244
1975000000.0,-0.9761493502464703
1990000000.0,-0.9955847804505473
2005000000.0,-1.0543612534452942
2020000000.0,-1.0616055267328555
2035000000.0,-1.0762347669970125
2050000000.0,-1.080839327380577
2065000000.0,-1.0920247835162815
2080000000.0,-1.0920422059338004
2095000000.0,-1.0460409606130059
2110000000.0,-0.9675400236654031
2125000000.0,-1.022379816685934
2140000000.0,-1.0617089286351689
2155000000.0,-1.22531471974936
2170000000.0,-1.204561372749962
2185000000.0,-1.1224587316009669
2200000000.0,-0.9835122642669925
2215000000.0,-0.9836976236209132
2230000000.0,-1.1132034762445722
2245000000.0,-1.226106490928995
2260000000.0,-1.231751847609077
2275000000.0,-1.0948290191582517
2290000000.0,-1.04026451662625
2305000000.0,-1.0671795897267653
2320000000.0,-1.174802861542616
2335000000.0,-1.18281087520712
2350000000.0,-1.0560155763768673
2365000000.0,-0.997339906257537
2380000000.0,-1.0610235156235563
2395000000.0,-1.201152543820712
2410000000.0,-1.2546494571651656
2425000000.0,-1.1240446869749539
2440000000.0,-0.9743985485022766
2455000000.0,-0.9590347626819187
2470000000.0,-1.1069536106519826
2485000000.0,-1.153157204189467
2500000000.0,-1.1762662644640804
2515000000.0,-1.2235416886050074
2530000000.0,-1.1123709086328923
2545000000.0,-1.2155235202641703
2560000000.0,-1.1184040682562848
2575000000.0,-1.1543743237127901
2590000000.0,-1.1811628183348215
2605000000.0,-1.2328084272804904
2620000000.0,-1.295270249875161
2635000000.0,-1.2435018071836348
2650000000.0,-1.1267343986084715
2665000000.0,-1.0779018292849751
2680000000.0,-1.1794857536776804
2695000000.0,-1.3216900335779442
2710000000.0,-1.3694724071996325
2725000000.0,-1.240354243916365
2740000000.0,-1.1231896218664341
2755000000.0,-1.1740374449841176
2770000000.0,-1.2647205214857613
2785000000.0,-1.2958936071479426
2800000000.0,-1.1680553421840822
2815000000.0,-1.0984005966389903
2830000000.0,-1.1817437405567242
2845000000.0,-1.3685650373955758
2860000000.0,-1.4079295979535886
2875000000.0,-1.2234188700234225
2890000000.0,-1.0820461306767775
2905000000.0,-1.0288642320348538
2920000000.0,-1.1905341616463412
2935000000.0,-1.3982235598477661
2950000000.0,-1.4053683518414521
2965000000.0,-1.2791854257262774
2980000000.0,-1.1539692960400858
2995000000.0,-1.1345816659192058
3010000000.0,-1.229505369508233
3025000000.0,-1.3158627654268025
3040000000.0,-1.3367850666017982
3055000000.0,-1.3316962777737946
3070000000.0,-1.3201290327094348
3085000000.0,-1.321605949714967
3100000000.0,-1.2927929084136562
3115000000.0,-1.2368869034134808
3130000000.0,-1.2820110229082695
3145000000.0,-1.329430676279577
3160000000.0,-1.4578744185771249
3175000000.0,-1.3923325948597285
3190000000.0,-1.3635842140674381
3205000000.0,-1.3653224240723802
3220000000.0,-1.340861674136162
3235000000.0,-1.3012232350164108
3250000000.0,-1.2098055936621037
3265000000.0,-1.2885496504053822
3280000000.0,-1.3518824361066806
3295000000.0,-1.5851465536530833
3310000000.0,-1.544407270034018
3325000000.0,-1.3164440729484925
3340000000.0,-1.2251148995668784
3355000000.0,-1.1812432334873884
3370000000.0,-1.3233264650319942
3385000000.0,-1.4886395204603509
3400000000.0,-1.5234361347970684
3415000000.0,-1.4004177074856885
3430000000.0,-1.248088262663323
3445000000.0,-1.2738619049785636
3460000000.0,-1.3539512251218333
3475000000.0,-1.4174639740146346
3490000000.0,-1.4234209326160807
3505000000.0,-1.3711060856072168
3520000000.0,-1.376774497847285
3535000000.0,-1.4346291266321585
3550000000.0,-1.4355045880195152
3565000000.0,-1.3687750713971314
3580000000.0,-1.338564546215715
3595000000.0,-1.368094795676511
3610000000.0,-1.4113083938207815
3625000000.0,-1.497059245850199
3640000000.0,-1.5336043856685901
3655000000.0,-1.4824720460919638
3670000000.0,-1.415704262123392
3685000000.0,-1.4696011763000516
3700000000.0,-1.3578017534355291
3715000000.0,-1.4216481404598225
3730000000.0,-1.565457344232986
3745000000.0,-1.621354564871322
3760000000.0,-1.648548094271338
3775000000.0,-1.454465229843471
3790000000.0,-1.3081741389957058
3805000000.0,-1.3097258567261303
3820000000.0,-1.5329542317867775
3835000000.0,-1.7138701304418158
3850000000.0,-1.700703344235433
3865000000.0,-1.5214616242701173
3880000000.0,-1.374862337938296
3895000000.0,-1.414913780363389
3910000000.0,-1.562519636731647
3925000000.0,-1.6440346863857156
3940000000.0,-1.5635398232147855
3955000000.0,-1.5184604296324316
3970000000.0,-1.5185990992012286
3985000000.0,-1.6471025322287927
4000000000.0,-1.6814312231811421
