
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag
14572000000.0,0.4764671,-0.4472189,-2.609403e-05,-1.346912e-05
14650000000.0,0.2499345,0.6244598,6.874781e-06,2.544981e-05
14728000000.0,-0.6587267,0.1221773,-1.157764e-07,1.438553e-05
14806000000.0,0.1440994,-0.6408132,-8.943691e-06,3.726193e-06
14884000000.0,0.5322071,0.4052505,-5.094952e-06,2.891369e-05
14962000000.0,-0.5170456,0.4403802,-5.756382e-07,4.391284e-05
15040000000.0,-0.2412203,-0.6150066,5.424576e-05,1.492122e-05
15118000000.0,0.6453976,0.0887785,8.205084e-05,1.682829e-05
15196000000.0,-0.2354466,0.629088,5.995628e-05,5.371968e-05
15274000000.0,-0.5231473,-0.3945083,7.014421e-05,3.079726e-05
15352000000.0,0.5971669,-0.2681546,-1.115636e-05,-1.921343e-05
15430000000.0,0.09665181,0.6691918,-6.085896e-05,1.754843e-05
15508000000.0,-0.6621163,-0.06788038,-3.517765e-07,-5.270066e-05
15586000000.0,0.3369027,-0.5580685,5.784131e-05,-9.53262e-06
15664000000.0,0.4103029,0.5204958,5.956317e-06,3.628045e-07
15742000000.0,-0.5863953,0.2893672,-1.843408e-06,-1.465211e-05
15820000000.0,-0.001597255,-0.6400884,5.733574e-06,3.58792e-05
15898000000.0,0.616376,0.246257,1.36989e-05,-4.722127e-05
15976000000.0,-0.3657473,0.5541928,5.584079e-05,2.27366e-06
16054000000.0,-0.3646539,-0.5412676,-3.440729e-06,-4.524165e-05
16132000000.0,0.6511177,-0.1164585,-1.992705e-05,-3.991582e-05
16210000000.0,-0.01063166,0.661595,-5.879404e-05,4.904315e-06
16288000000.0,-0.5944743,-0.2197517,2.758728e-05,8.187292e-05
16366000000.0,0.4858095,-0.4263968,5.706914e-05,2.395772e-05
16444000000.0,0.3103632,0.5859277,-3.117284e-05,-4.137194e-07
16522000000.0,-0.6243436,0.1396577,0.0001071896,5.93114e-06
16600000000.0,0.1782663,-0.6255505,-2.103276e-05,-4.183665e-05
16678000000.0,0.5809642,0.3380443,7.181528e-06,3.193195e-05
16756000000.0,-0.4221283,0.4870513,5.681509e-05,-3.099178e-05
16834000000.0,-0.2282121,-0.5831929,-1.854088e-05,-1.045765e-05
16912000000.0,0.6572807,0.01576285,-9.294334e-05,-3.934449e-05
16990000000.0,-0.09541801,0.6320652,4.231947e-06,5.418766e-05
17068000000.0,-0.5178983,-0.342614,2.930812e-05,-1.815768e-05
17146000000.0,0.5672343,-0.3376101,1.793276e-05,-1.96269e-06
17224000000.0,0.2620421,0.6145206,1.757322e-05,-3.634357e-05
17302000000.0,-0.6124719,0.06391107,-3.171906e-06,-1.07252e-05
17380000000.0,0.2613137,-0.5748035,-3.287212e-05,-1.35627e-05
17458000000.0,0.5206112,0.3934869,-6.746937e-06,2.499054e-05
17536000000.0,-0.454923,0.4157383,-3.822625e-05,2.670515e-05
17614000000.0,-0.121506,-0.6056144,4.600195e-06,-1.742436e-05
17692000000.0,0.6563801,0.09134248,2.08075e-05,-6.797841e-06
17770000000.0,-0.1523941,0.6268077,-3.211524e-05,-1.297183e-06
17848000000.0,-0.4802307,-0.3790983,-8.682413e-06,3.019704e-05
17926000000.0,0.5765347,-0.2617314,5.975282e-06,1.310096e-05
18004000000.0,0.2375569,0.6000296,-4.643609e-05,1.159224e-05
18082000000.0,-0.5936642,0.01350464,-1.446828e-06,-2.069302e-06
18160000000.0,0.3093127,-0.5465031,-1.332539e-05,3.792505e-05
18238000000.0,0.4902457,0.4238147,-4.253239e-06,-1.748844e-05
18316000000.0,-0.5076014,0.3696614,2.41032e-05,1.72632e-05
18394000000.0,-0.0959962,-0.6075315,8.916933e-06,3.334022e-05
18472000000.0,0.6319961,0.09025845,1.173351e-05,4.132665e-06
18550000000.0,-0.205436,0.58735,1.40006e-05,-7.174122e-06
18628000000.0,-0.4493456,-0.3929633,1.237268e-05,-3.104173e-05
18706000000.0,0.5683055,-0.2431806,2.822201e-05,2.268893e-05
18784000000.0,0.1509407,0.6142509,3.745379e-05,8.088065e-08
18862000000.0,-0.6107321,-0.03538286,-3.135655e-05,3.917143e-06
18940000000.0,0.2839513,-0.5491489,-1.014354e-05,8.30672e-06
19018000000.0,0.4708674,0.4244542,-2.925871e-05,-7.857942e-06
19096000000.0,-0.4946515,0.3500476,-1.981196e-05,2.68999e-05
19174000000.0,-0.1106335,-0.5887083,2.83212e-05,2.292444e-07
19252000000.0,0.6104383,0.06838005,-2.682762e-05,7.641544e-06
19330000000.0,-0.1937067,0.5710525,2.104354e-05,-1.904696e-05
19408000000.0,-0.4560152,-0.4065275,1.757202e-05,2.249278e-06
19486000000.0,0.5361947,-0.3132308,-2.477312e-05,5.655218e-06
19564000000.0,0.1937645,0.5754741,-1.322723e-06,2.278722e-05
19642000000.0,-0.6027394,-0.02388073,1.681845e-05,-1.96017e-05
19720000000.0,0.2152417,-0.571322,-5.522569e-06,-4.41078e-06
19798000000.0,0.5022574,0.3295732,-3.371014e-05,7.720777e-06
19876000000.0,-0.4615155,0.3598464,-1.697206e-05,-2.672041e-05
19954000000.0,-0.1550035,-0.5958973,-1.645428e-05,-1.265678e-05
20032000000.0,0.6111493,-0.02027263,1.826475e-05,-1.740946e-05
20110000000.0,-0.1253772,0.5745867,2.371295e-05,1.459596e-05
20188000000.0,-0.4834549,-0.3599637,-6.422583e-06,7.785909e-06
20266000000.0,0.4659034,-0.4070837,6.4081e-06,-9.227329e-06
20344000000.0,0.2740448,0.5180047,1.623981e-05,3.395364e-06
20422000000.0,-0.5747306,0.03205701,2.969254e-05,1.366576e-05
20500000000.0,0.1584289,-0.5940303,1.808333e-06,-2.613919e-05
20578000000.0,0.5474265,0.2321035,-7.516267e-07,-7.322242e-06
20656000000.0,-0.3760718,0.4229633,1.067921e-05,-7.212325e-06
20734000000.0,-0.2609064,-0.5410638,1.126223e-06,-3.156465e-06
20812000000.0,0.5872294,-0.1938808,-2.04803e-05,-2.027335e-05
20890000000.0,0.06098395,0.5580977,4.397832e-05,1.967693e-05
20968000000.0,-0.5375874,-0.1860684,-4.046086e-05,-4.060834e-06
21046000000.0,0.2866864,-0.5264605,-9.559507e-05,-0.0001264332
21124000000.0,0.4961724,0.2203101,4.007096e-05,-0.001037706
21202000000.0,-0.1929922,0.1003436,-0.007477519,-0.003204073
21280000000.0,0.0388156,-0.4821161,-0.004325533,0.0004727564
21358000000.0,0.5131088,-0.007046232,-0.002991178,-0.00234798
21436000000.0,-0.03052756,0.4085852,-0.001227158,-0.005336812
21514000000.0,-0.2921358,-0.1489644,0.002795964,-0.007327615
21592000000.0,0.1810234,-0.1872636,0.007951352,-0.00613866
21670000000.0,0.05915817,0.1953177,0.01129808,-0.002485744
21748000000.0,-0.240109,-0.1478558,0.008562631,0.002489582
21826000000.0,0.2199716,-0.319614,0.002858582,0.005729597
21904000000.0,0.3214507,0.178832,-0.002319342,0.003675916
21982000000.0,-0.2168403,0.2054065,-0.004841864,0.0003378501
22060000000.0,-0.1278086,-0.305846,-0.002988916,-0.002744561
22138000000.0,0.2795756,-0.1484064,-0.0001443671,-0.003440577
22216000000.0,0.09311232,0.1830463,0.002764588,-0.001340254
22294000000.0,-0.1307911,-0.04068069,0.00291963,0.001713798
22372000000.0,0.08956601,-0.1163878,0.00223004,0.00238867
22450000000.0,0.04694281,0.06789343,5.888868e-05,0.003601807
22528000000.0,-0.1075336,-0.0782897,-0.0004477583,0.002455086
22606000000.0,0.13859,-0.1679155,-0.002323879,-7.905013e-05
22684000000.0,0.1745943,0.1313164,-0.002463748,-0.002830182
22762000000.0,-0.1992018,0.09689998,0.001036899,-0.004582068
22840000000.0,-0.07230334,-0.2643639,0.004074214,-0.001930485
22918000000.0,0.256238,-0.09251584,0.002631674,0.004275591
22996000000.0,0.04024684,0.1946811,-0.003182077,0.006914229
23074000000.0,-0.2078449,-0.03962152,-0.007999648,0.0009113986
23152000000.0,0.03049138,-0.1862048,-0.005209862,-0.004937316
23230000000.0,0.1142706,0.01722827,0.003889631,-0.006790416
23308000000.0,-0.05735587,0.05391434,0.009902598,-0.002112613
23386000000.0,-0.01707813,-0.07056351,0.005946092,0.004891368
23464000000.0,0.03980061,-0.001169816,-0.003324698,0.006906942
23542000000.0,-0.07016309,-0.0163828,-0.006993646,0.0009850869
23620000000.0,0.0287568,-0.1309638,-0.00381398,-0.004643594
23698000000.0,0.1254664,0.03422991,0.001857924,-0.004921004
23776000000.0,-0.115367,0.1012919,0.00386829,-0.002130075
23854000000.0,-0.1182874,-0.1840731,0.002000403,0.002342163
23932000000.0,0.1566053,-0.1378197,-0.0005959185,0.003393139
24010000000.0,0.07758876,0.1502498,-0.00255435,0.001707875
24088000000.0,-0.2091046,0.02125446,-0.003356093,-0.0003436934
24166000000.0,-0.04437439,-0.2171926,-0.0007048291,-0.002851752
24244000000.0,0.1538426,-0.03956021,0.001019113,-0.001709357
24322000000.0,-0.01828489,0.1177632,0.001958161,0.002064243
24400000000.0,-0.1193073,-0.04144819,-0.0004417107,0.003852967
24478000000.0,-0.0009937605,-0.09773593,-0.002615816,0.00052957
24556000000.0,0.01487402,-0.02718744,-0.0009695725,-0.00526336
24634000000.0,0.001206108,-0.0448355,0.00464898,-0.00631759
24712000000.0,0.0244582,0.01086052,0.008900295,-0.0002361439
24790000000.0,-0.0763494,0.03719854,0.002969522,0.006776007
24868000000.0,-0.06314905,-0.1095836,-0.005869623,0.007031844
24946000000.0,0.1149124,-0.06511495,-0.007162393,-0.0001931233
25024000000.0,0.0302463,0.119928,-0.001673373,-0.005690975
25102000000.0,-0.1652144,-0.009202395,0.003877165,-0.003805447
25180000000.0,-0.003931244,-0.192007,0.003794169,0.001401453
25258000000.0,0.1652735,0.009675768,-0.001467901,0.004048076
25336000000.0,-0.05446796,0.1556261,-0.003790093,0.0006557943
25414000000.0,-0.1564698,-0.1013275,-0.0009271831,-0.002828561
25492000000.0,0.05661431,-0.1491123,0.003091165,-0.00105902
25570000000.0,0.0970941,0.05260488,0.002669203,0.002128321
25648000000.0,-0.07891084,0.08577956,-0.001022683,0.003650083
25726000000.0,-0.07556966,-0.05663073,-0.003269105,0.001302086
25804000000.0,-0.003040311,-0.05536973,-0.003022046,-0.002795773
25882000000.0,0.03243021,-0.01393233,0.001336962,-0.005598899
25960000000.0,0.02065726,0.03599595,0.006156316,-0.004172497
26038000000.0,-0.06520252,0.06170783,0.007135202,0.002483506
26116000000.0,-0.1015889,-0.05149752,0.00122811,0.007074792
26194000000.0,0.05176892,-0.08189649,-0.005795888,0.004835462
26272000000.0,0.07297873,0.09722129,-0.006134438,-0.002132381
26350000000.0,-0.1271205,0.104387,0.0001491268,-0.005686478
26428000000.0,-0.1154645,-0.1069821,0.006653853,-0.002100943
26506000000.0,0.1041642,-0.06865858,0.004964851,0.004148132
26584000000.0,0.04653454,0.165197,-0.00317087,0.00518201
26662000000.0,-0.1607047,0.04290543,-0.006292937,-0.0006188209
26740000000.0,-0.05660971,-0.1296564,-0.001840974,-0.004405709
26818000000.0,0.0751707,0.02447312,0.00381212,-0.001533996
26896000000.0,0.003307816,0.1481864,0.003476245,0.002538764
26974000000.0,-0.1461251,0.005591499,-0.0008231652,0.002713604
27052000000.0,-0.03005278,-0.08742598,-0.003263309,-0.000209857
27130000000.0,0.05543709,0.006007075,-0.001121268,-0.002598892
27208000000.0,-0.01219741,0.09423373,0.002679098,-0.0009276918
27286000000.0,-0.1167424,0.06003384,0.003397697,0.002164382
27364000000.0,-0.09760832,-0.03431252,-0.000431882,0.002720335
27442000000.0,0.02654614,-0.03570324,-0.004030575,-0.0008066698
27520000000.0,0.0701478,0.06185774,-0.003738824,-0.004686848
27598000000.0,-0.07051682,0.1318295,0.001190699,-0.005474479
27676000000.0,-0.1279804,-0.02198284,0.005721698,-0.001083558
27754000000.0,0.03001705,-0.08682017,0.005262871,0.006278132
27832000000.0,0.07729425,0.08768148,-0.0003209698,0.007964636
27910000000.0,-0.1120591,0.110126,-0.005113956,0.002234696
27988000000.0,-0.1082016,-0.09607267,-0.003611215,-0.004078475
28066000000.0,0.1011501,-0.06353375,0.001971051,-0.004564691
28144000000.0,0.0589709,0.1438728,0.004209291,0.0003755156
28222000000.0,-0.1710761,0.0700298,0.0003393229,0.004022099
28300000000.0,-0.0862238,-0.1212048,-0.003762111,0.001732018
28378000000.0,0.102156,-0.02326424,-0.002834391,-0.003091821
28456000000.0,0.02206869,0.1386767,0.001941081,-0.003404941
28534000000.0,-0.12724,0.05475058,0.003635735,0.001062406
28612000000.0,-0.04749321,-0.06791894,0.0002574825,0.004107186
28690000000.0,0.05221518,0.006983464,-0.003283061,0.001945634
28768000000.0,-0.001929973,0.08970542,-0.001868144,-0.002495255
28846000000.0,-0.08300821,0.06823426,0.001545147,-0.003420268
28924000000.0,-0.06668475,-0.007858198,0.004242798,-0.0005639743
29002000000.0,0.04484887,-0.0264109,0.002253301,0.003857533
29080000000.0,0.06820142,0.1007508,-0.002392604,0.004138416
29158000000.0,-0.07792166,0.1280523,-0.004800276,0.0005824402
29236000000.0,-0.1266981,-0.005967403,-0.002141221,-0.004446918
29314000000.0,0.05047239,-0.05996941,0.003751857,-0.004470499
29392000000.0,0.113439,0.1218747,0.006455626,0.0007424771
29470000000.0,-0.0872988,0.1685302,0.002686411,0.005314242
29548000000.0,-0.1020775,-0.0313566,-0.003859016,0.003871834
29626000000.0,0.08690171,-0.03643165,-0.004806316,-0.002508714
29704000000.0,0.06511818,0.1726913,0.0003135595,-0.004917841
29782000000.0,-0.1365982,0.1152292,0.004470241,-0.00151261
29860000000.0,-0.04135285,-0.07682579,0.001892977,0.002922903
29938000000.0,0.1349738,0.01565342,-0.0032434,0.002004902
30016000000.0,-0.01787825,0.2061093,-0.003119692,-0.0019649
30094000000.0,-0.1464255,0.08220481,0.001044039,-0.002565685
30172000000.0,-0.04159118,-0.03532967,0.003472446,0.001056417
30250000000.0,0.08935607,0.04658907,0.0007869378,0.003461935
30328000000.0,0.02486558,0.1519452,-0.003203805,0.001549715
30406000000.0,-0.08682597,0.1182223,-0.002981578,-0.002761783
30484000000.0,-0.05552604,0.01520729,0.0006143367,-0.004338591
30562000000.0,0.02360771,0.01221152,0.00441823,-0.001125107
30640000000.0,0.05163311,0.1232278,0.003788219,0.003594216
30718000000.0,-0.06089116,0.1207471,-0.0009592153,0.005772204
30796000000.0,-0.09251729,0.00599574,-0.005638004,0.002209716
30874000000.0,0.0352263,-0.009705836,-0.005525466,-0.003702599
30952000000.0,0.05721474,0.1548625,0.0005544007,-0.006151467
31030000000.0,-0.1134905,0.1542583,0.005084395,-0.001747123
31108000000.0,-0.1231238,-0.03789064,0.004033306,0.004648378
31186000000.0,0.1101267,-0.01006004,-0.002317156,0.005378104
31264000000.0,0.05872124,0.1784615,-0.005163713,-0.0005489672
31342000000.0,-0.1327736,0.1255675,-0.001160425,-0.004774979
